"TOA5","Pinyon3","CR1000X","12171","CR1000X.Std.03.02","CPU:PinyonSensorsDec11.CR1X","539","Table2"
"TIMESTAMP","RECORD","BattV_Min","PTemp_C_Min","PTemp_C_TMn","PTemp_C_Max","PTemp_C_TMx","AirTC_Max","AirTC_TMx","AirTC_Min","AirTC_TMn","RH_Max","RH_TMx","RH_Min","RH_TMn"
"TS","RN","Volts","Deg C","","Deg C","","Deg C","","Deg C","","%","","%",""
"","","Min","Min","TMn","Max","TMx","Max","TMx","Min","TMn","Max","TMx","Min","TMn"
"2022-01-08 00:00:00",758,11.31,4.493,"2022-01-07 05:00:00",26.67,"2022-01-07 11:50:00",16.97,"2022-01-07 12:20:00",6.924,"2022-01-07 20:20:00",46.29,"2022-01-07 02:10:00",13.97,"2022-01-07 23:00:00"
"2022-01-09 00:00:00",759,11.3,2.936,"2022-01-09 00:00:00",32.5,"2022-01-08 12:40:00",14.2,"2022-01-08 13:00:00",0.675,"2022-01-08 21:00:00",53.9,"2022-01-08 21:00:00",17.82,"2022-01-08 03:10:00"
"2022-01-10 00:00:00",760,11.29,-0.945,"2022-01-09 06:40:00",27.49,"2022-01-09 12:40:00",12.81,"2022-01-09 14:10:00",-0.92,"2022-01-09 23:30:00",64.13,"2022-01-09 23:30:00",21.95,"2022-01-09 12:50:00"
"2022-01-11 00:00:00",761,11.29,-1.493,"2022-01-10 06:50:00",21.26,"2022-01-10 12:10:00",13.21,"2022-01-10 12:00:00",-0.559,"2022-01-10 00:20:00",60.47,"2022-01-10 00:20:00",18.22,"2022-01-10 14:40:00"
"2022-01-12 00:00:00",762,11.29,1.53,"2022-01-11 07:30:00",29.46,"2022-01-11 12:00:00",14.71,"2022-01-11 14:00:00",2.275,"2022-01-11 22:10:00",41.98,"2022-01-11 05:20:00",11.55,"2022-01-12 00:00:00"
"2022-01-13 00:00:00",763,11.29,0.982,"2022-01-12 06:00:00",27.36,"2022-01-12 12:10:00",16.91,"2022-01-12 11:50:00",3.729,"2022-01-12 05:40:00",27.88,"2022-01-12 21:20:00",6.117,"2022-01-12 11:10:00"
"2022-01-14 00:00:00",764,11.28,3.219,"2022-01-13 05:10:00",31.39,"2022-01-13 11:00:00",18.67,"2022-01-13 12:10:00",4.234,"2022-01-13 03:10:00",28.97,"2022-01-13 02:40:00",6.832,"2022-01-13 09:40:00"
"2022-01-15 00:00:00",765,11.28,5.823,"2022-01-15 00:00:00",31.57,"2022-01-14 11:30:00",16.62,"2022-01-14 13:30:00",3.708,"2022-01-14 23:50:00",51.18,"2022-01-14 04:30:00",12.35,"2022-01-14 00:40:00"
"2022-01-16 00:00:00",766,11.27,3.356,"2022-01-16 00:00:00",18.01,"2022-01-15 10:20:00",12.44,"2022-01-15 10:00:00",1.241,"2022-01-15 23:40:00",50.43,"2022-01-15 23:40:00",18.82,"2022-01-15 14:50:00"
"2022-01-17 00:00:00",767,11.27,2.506,"2022-01-16 01:30:00",31.62,"2022-01-16 11:50:00",15.17,"2022-01-16 11:40:00",2.455,"2022-01-16 01:00:00",59.47,"2022-01-17 00:00:00",12.71,"2022-01-16 10:20:00"
"2022-01-18 00:00:00",768,11.26,3.704,"2022-01-17 07:20:00",26.18,"2022-01-17 11:00:00",14.34,"2022-01-17 11:30:00",3.588,"2022-01-17 07:00:00",92.3,"2022-01-17 18:00:00",34.05,"2022-01-17 12:10:00"
"2022-01-19 00:00:00",769,11.26,4.078,"2022-01-19 00:00:00",24.34,"2022-01-18 14:10:00",13.58,"2022-01-18 14:00:00",4.093,"2022-01-19 00:00:00",87.1,"2022-01-18 04:00:00",51.5,"2022-01-18 14:00:00"
"2022-01-20 00:00:00",770,11.25,0.254,"2022-01-19 07:00:00",30.17,"2022-01-19 12:20:00",15.05,"2022-01-19 12:50:00",1.758,"2022-01-19 06:10:00",68.6,"2022-01-19 00:50:00",23.57,"2022-01-19 12:20:00"
"2022-01-21 00:00:00",771,11.24,1.531,"2022-01-21 00:00:00",32.7,"2022-01-20 12:50:00",15.31,"2022-01-20 13:10:00",2.311,"2022-01-20 21:40:00",48.41,"2022-01-20 00:30:00",12.74,"2022-01-20 13:30:00"
"2022-01-22 00:00:00",772,11.24,0.639,"2022-01-21 01:20:00",30.58,"2022-01-21 12:20:00",15.15,"2022-01-21 12:40:00",3.466,"2022-01-21 02:50:00",48.49,"2022-01-21 19:50:00",17.56,"2022-01-21 12:20:00"
"2022-01-23 00:00:00",773,11.24,4.61,"2022-01-22 07:10:00",16.45,"2022-01-22 14:30:00",9.82,"2022-01-22 14:30:00",4.316,"2022-01-22 07:30:00",39.87,"2022-01-22 00:20:00",24.1,"2022-01-22 14:30:00"
"2022-01-24 00:00:00",774,11.23,2.417,"2022-01-24 00:00:00",27.83,"2022-01-23 13:00:00",14.08,"2022-01-23 14:10:00",1.02,"2022-01-23 06:20:00",47.02,"2022-01-23 06:20:00",20.32,"2022-01-23 15:10:00"
"2022-01-25 00:00:00",775,11.22,0.203,"2022-01-24 03:10:00",32.75,"2022-01-24 12:00:00",17.61,"2022-01-24 13:40:00",0.371,"2022-01-24 01:50:00",43.17,"2022-01-24 01:50:00",12.57,"2022-01-24 14:30:00"
"2022-01-26 00:00:00",776,11.22,3.174,"2022-01-25 05:40:00",29.48,"2022-01-25 12:00:00",14.63,"2022-01-25 14:00:00",3.912,"2022-01-25 23:00:00",30.88,"2022-01-25 00:10:00",12.58,"2022-01-25 18:00:00"
"2022-01-27 00:00:00",777,11.21,-1.397,"2022-01-27 00:00:00",26.97,"2022-01-26 12:00:00",10.62,"2022-01-26 14:40:00",-2.703,"2022-01-27 00:00:00",43.51,"2022-01-27 00:00:00",15.99,"2022-01-26 11:30:00"
"2022-01-28 00:00:00",778,11.2,-4.011,"2022-01-27 05:10:00",27.67,"2022-01-27 12:30:00",12.59,"2022-01-27 14:00:00",-2.299,"2022-01-27 01:40:00",41.62,"2022-01-27 01:30:00",7.487,"2022-01-27 12:40:00"
"2022-01-29 00:00:00",779,11.2,-3.515,"2022-01-28 06:50:00",23.47,"2022-01-28 13:50:00",10.74,"2022-01-28 13:30:00",-2.653,"2022-01-28 05:00:00",34.76,"2022-01-28 05:00:00",9.21,"2022-01-28 15:20:00"
"2022-01-30 00:00:00",780,11.19,-2.016,"2022-01-29 03:50:00",20.6,"2022-01-29 15:40:00",12.57,"2022-01-29 15:30:00",-0.114,"2022-01-29 03:00:00",28.5,"2022-01-29 19:40:00",12.02,"2022-01-29 15:00:00"
"2022-01-31 00:00:00",781,11.18,-1.719,"2022-01-30 06:20:00",31.69,"2022-01-30 12:30:00",16.42,"2022-01-30 13:50:00",0.737,"2022-01-30 06:00:00",32.2,"2022-01-30 20:10:00",8.44,"2022-01-30 11:00:00"
"2022-02-01 00:00:00",782,11.18,-2.33,"2022-01-31 05:50:00",26.75,"2022-01-31 13:30:00",15.86,"2022-01-31 13:20:00",0.35,"2022-01-31 02:40:00",33.45,"2022-01-31 02:40:00",8.9,"2022-01-31 10:00:00"
"2022-02-02 00:00:00",783,11.17,2.832,"2022-02-02 00:00:00",27.68,"2022-02-01 11:20:00",13.53,"2022-02-01 10:40:00",3.71,"2022-02-01 23:20:00",29.01,"2022-02-01 17:20:00",10.38,"2022-02-01 03:50:00"
"2022-02-03 00:00:00",784,11.16,-1.528,"2022-02-02 07:00:00",20.73,"2022-02-02 12:40:00",6.098,"2022-02-02 13:50:00",-0.949,"2022-02-02 06:00:00",22.12,"2022-02-02 01:50:00",12.78,"2022-02-02 05:00:00"
"2022-02-04 00:00:00",785,11.15,-2.015,"2022-02-03 06:40:00",21.87,"2022-02-03 13:10:00",8.36,"2022-02-03 14:40:00",-1.387,"2022-02-03 06:10:00",27.68,"2022-02-03 23:30:00",16.96,"2022-02-03 15:10:00"
"2022-02-05 00:00:00",786,11.14,-2.894,"2022-02-04 07:00:00",22.37,"2022-02-04 13:10:00",8.73,"2022-02-04 15:10:00",-4.585,"2022-02-04 23:10:00",39.86,"2022-02-04 23:10:00",13.97,"2022-02-04 15:10:00"
"2022-02-06 00:00:00",787,11.13,-5.8,"2022-02-05 06:10:00",28.93,"2022-02-05 13:00:00",13.22,"2022-02-05 13:00:00",-4.257,"2022-02-05 02:00:00",38.85,"2022-02-05 00:30:00",7.446,"2022-02-05 12:40:00"
"2022-02-07 00:00:00",788,11.12,1.079,"2022-02-06 07:10:00",31.3,"2022-02-06 12:50:00",15.38,"2022-02-06 13:20:00",3.428,"2022-02-06 04:50:00",21.28,"2022-02-06 23:50:00",9.18,"2022-02-06 12:00:00"
"2022-02-08 00:00:00",789,11.11,-0.376,"2022-02-07 05:30:00",29.76,"2022-02-07 12:20:00",14.45,"2022-02-07 14:00:00",-0.254,"2022-02-07 05:00:00",33.4,"2022-02-07 22:30:00",10.75,"2022-02-07 15:30:00"
"2022-02-09 00:00:00",790,11.1,-1.98,"2022-02-08 06:50:00",30.06,"2022-02-08 11:40:00",17.64,"2022-02-08 14:30:00",-0.319,"2022-02-08 01:20:00",33.37,"2022-02-08 01:20:00",10.66,"2022-02-08 15:20:00"
"2022-02-10 00:00:00",791,11.07,4.933,"2022-02-09 07:00:00",34.11,"2022-02-09 12:10:00",19.35,"2022-02-09 13:20:00",7.915,"2022-02-09 19:30:00",18.97,"2022-02-09 04:20:00",5.001,"2022-02-09 12:20:00"
"2022-02-11 00:00:00",792,11.06,7.471,"2022-02-10 23:10:00",31.99,"2022-02-10 12:00:00",18.61,"2022-02-10 15:50:00",8.06,"2022-02-10 21:20:00",32.64,"2022-02-10 05:30:00",12.61,"2022-02-10 17:00:00"
"2022-02-12 00:00:00",793,11.02,6.596,"2022-02-11 05:10:00",37.97,"2022-02-11 12:40:00",21.92,"2022-02-11 14:20:00",9.21,"2022-02-11 04:30:00",33.16,"2022-02-11 04:30:00",11.1,"2022-02-11 12:50:00"
"2022-02-13 00:00:00",794,10.97,3.486,"2022-02-13 00:00:00",32.78,"2022-02-12 12:40:00",19.48,"2022-02-12 14:30:00",4.074,"2022-02-12 23:30:00",26.33,"2022-02-12 23:40:00",7.919,"2022-02-12 09:30:00"
"2022-02-14 00:00:00",795,10.91,-1.069,"2022-02-13 06:50:00",34.6,"2022-02-13 12:40:00",19.8,"2022-02-13 12:40:00",2.576,"2022-02-13 03:10:00",29.33,"2022-02-13 05:00:00",6.953,"2022-02-13 10:20:00"
"2022-02-15 00:00:00",796,10.83,0.285,"2022-02-14 05:10:00",35,"2022-02-14 11:40:00",21.5,"2022-02-14 13:40:00",3.846,"2022-02-14 03:40:00",24.1,"2022-02-15 00:00:00",6.263,"2022-02-14 14:20:00"
"2022-02-16 00:00:00",797,10.74,0.219,"2022-02-16 00:00:00",18.39,"2022-02-15 12:10:00",10.54,"2022-02-15 11:50:00",-2.383,"2022-02-15 23:40:00",95.6,"2022-02-15 20:20:00",23.27,"2022-02-15 00:10:00"
"2022-02-17 00:00:00",798,10.69,-0.027,"2022-02-16 00:30:00",27.14,"2022-02-16 11:10:00",12.16,"2022-02-16 14:20:00",-1.916,"2022-02-16 00:10:00",88.9,"2022-02-16 05:10:00",30.23,"2022-02-16 14:20:00"
"2022-02-18 00:00:00",799,10.65,-1.981,"2022-02-18 00:00:00",24.47,"2022-02-17 12:30:00",11.07,"2022-02-17 14:50:00",-2.845,"2022-02-17 22:20:00",38.26,"2022-02-17 00:20:00",10.21,"2022-02-17 15:50:00"
"2022-02-19 00:00:00",800,10.61,-4.062,"2022-02-18 05:10:00",29.22,"2022-02-18 13:00:00",14.57,"2022-02-18 14:10:00",-2.684,"2022-02-18 01:20:00",32.32,"2022-02-18 00:40:00",8.98,"2022-02-18 12:00:00"
"2022-02-20 00:00:00",801,10.57,-1.683,"2022-02-19 06:00:00",30.29,"2022-02-19 11:40:00",16.53,"2022-02-19 14:10:00",0.43,"2022-02-19 01:20:00",37.12,"2022-02-19 23:20:00",12.72,"2022-02-19 14:30:00"
"2022-02-21 00:00:00",802,10.54,-0.15,"2022-02-20 05:20:00",31.4,"2022-02-20 12:40:00",17.68,"2022-02-20 14:50:00",0.736,"2022-02-20 02:40:00",40.76,"2022-02-20 19:00:00",10.98,"2022-02-20 08:40:00"
"2022-02-22 00:00:00",803,10.49,3.366,"2022-02-21 22:50:00",18.09,"2022-02-21 10:40:00",8.3,"2022-02-21 10:30:00",1.262,"2022-02-21 21:10:00",86.3,"2022-02-21 19:50:00",27.05,"2022-02-21 02:10:00"
"2022-02-23 00:00:00",804,10.43,1.088,"2022-02-23 00:00:00",13.2,"2022-02-22 12:30:00",6.134,"2022-02-22 12:00:00",-1.833,"2022-02-22 23:00:00",96.5,"2022-02-22 22:40:00",51.68,"2022-02-22 11:50:00"
"2022-02-24 00:00:00",805,10.38,-4.443,"2022-02-24 00:00:00",10.58,"2022-02-23 11:10:00",1.162,"2022-02-23 15:30:00",-6.324,"2022-02-23 23:50:00",96.4,"2022-02-23 00:10:00",50.81,"2022-02-23 16:30:00"
"2022-02-25 00:00:00",806,10.35,-7.109,"2022-02-24 06:30:00",23.93,"2022-02-24 12:10:00",5.816,"2022-02-24 15:40:00",-6.815,"2022-02-24 05:40:00",68.32,"2022-02-24 00:10:00",25.17,"2022-02-24 16:50:00"
"2022-02-26 00:00:00",807,10.32,-5.639,"2022-02-25 06:40:00",25.33,"2022-02-25 12:50:00",9.5,"2022-02-25 13:50:00",-5.333,"2022-02-25 02:10:00",63.88,"2022-02-25 02:00:00",12.02,"2022-02-25 16:10:00"
"2022-02-27 00:00:00",808,10.29,-2.069,"2022-02-26 04:20:00",29.96,"2022-02-26 12:30:00",11.01,"2022-02-26 13:40:00",-1.854,"2022-02-26 23:30:00",36.3,"2022-02-26 21:00:00",9.8,"2022-02-26 13:10:00"
"2022-02-28 00:00:00",809,10.27,-3.749,"2022-02-27 03:20:00",29.59,"2022-02-27 12:20:00",13.76,"2022-02-27 14:40:00",-2.95,"2022-02-27 02:30:00",33.98,"2022-02-27 01:50:00",6.56,"2022-02-27 15:30:00"
"2022-03-01 00:00:00",810,10.25,3.229,"2022-02-28 00:30:00",33.41,"2022-02-28 12:20:00",18.1,"2022-02-28 15:00:00",7.611,"2022-02-28 05:50:00",12.16,"2022-02-28 17:50:00",5.963,"2022-02-28 13:00:00"
"2022-03-02 00:00:00",811,10.22,5.579,"2022-03-02 00:00:00",36.58,"2022-03-01 12:00:00",21.97,"2022-03-01 12:50:00",7.567,"2022-03-01 23:00:00",21.91,"2022-03-01 22:50:00",4.891,"2022-03-01 14:10:00"
"2022-03-03 00:00:00",812,10.18,0.826,"2022-03-02 06:30:00",35.64,"2022-03-02 11:40:00",22.24,"2022-03-02 14:10:00",5.973,"2022-03-02 01:20:00",29.69,"2022-03-02 22:50:00",6.212,"2022-03-02 13:00:00"
"2022-03-04 00:00:00",813,10.15,4.263,"2022-03-03 06:30:00",33.7,"2022-03-03 11:10:00",19.51,"2022-03-03 13:50:00",4.578,"2022-03-03 23:40:00",80.4,"2022-03-03 23:40:00",9.29,"2022-03-03 16:40:00"
"2022-03-05 00:00:00",814,10.1,3.458,"2022-03-04 07:20:00",18.74,"2022-03-04 11:50:00",9.36,"2022-03-04 12:20:00",-0.32,"2022-03-04 04:40:00",95,"2022-03-04 19:20:00",60.02,"2022-03-04 14:20:00"
"2022-03-06 00:00:00",815,10.06,0.807,"2022-03-06 00:00:00",13.57,"2022-03-05 12:50:00",5.913,"2022-03-05 13:20:00",-1.105,"2022-03-05 18:30:00",96,"2022-03-05 21:00:00",45.46,"2022-03-05 13:40:00"
"2022-03-07 00:00:00",816,10.03,-1.193,"2022-03-06 06:40:00",24.06,"2022-03-06 12:30:00",9.72,"2022-03-06 14:40:00",-1.307,"2022-03-06 22:50:00",81.3,"2022-03-06 20:30:00",32.59,"2022-03-06 16:40:00"
"2022-03-08 00:00:00",817,9.99,-2.113,"2022-03-07 05:20:00",24.3,"2022-03-07 12:20:00",10,"2022-03-07 14:50:00",-1.934,"2022-03-07 01:30:00",75.8,"2022-03-07 01:30:00",10.61,"2022-03-07 15:20:00"
"2022-03-09 00:00:00",818,9.94,-1.842,"2022-03-08 06:40:00",27.89,"2022-03-08 12:40:00",12.53,"2022-03-08 14:10:00",-1.834,"2022-03-08 05:50:00",44.46,"2022-03-08 21:30:00",14.98,"2022-03-08 13:50:00"
"2022-03-10 00:00:00",819,9.88,-0.705,"2022-03-09 04:40:00",29.94,"2022-03-09 12:30:00",15.61,"2022-03-09 12:40:00",2.071,"2022-03-09 00:10:00",50.64,"2022-03-09 21:00:00",17.26,"2022-03-09 09:30:00"
"2022-03-11 00:00:00",820,9.8,3.272,"2022-03-11 00:00:00",25.76,"2022-03-10 10:50:00",12.37,"2022-03-10 13:40:00",0.206,"2022-03-10 19:30:00",80.7,"2022-03-10 06:10:00",9.43,"2022-03-10 23:30:00"
"2022-03-12 00:00:00",821,9.69,0.843,"2022-03-12 00:00:00",28.2,"2022-03-11 12:20:00",13.11,"2022-03-11 15:00:00",-0.798,"2022-03-11 23:30:00",30.62,"2022-03-11 23:20:00",7.536,"2022-03-11 07:20:00"
"2022-03-13 00:00:00",822,9.54,-2.327,"2022-03-12 05:50:00",30.57,"2022-03-12 12:20:00",16.16,"2022-03-12 14:10:00",-1.894,"2022-03-12 05:20:00",35.56,"2022-03-12 05:20:00",9.86,"2022-03-12 08:20:00"
"2022-03-14 00:00:00",823,9.38,3.231,"2022-03-13 01:00:00",29.14,"2022-03-13 12:00:00",18.08,"2022-03-13 14:50:00",5.792,"2022-03-13 00:30:00",47.79,"2022-03-13 19:30:00",6.111,"2022-03-13 10:40:00"
"2022-03-15 00:00:00",824,9.23,3.712,"2022-03-14 06:20:00",33.53,"2022-03-14 11:40:00",19.72,"2022-03-14 14:20:00",4.496,"2022-03-14 04:00:00",45.56,"2022-03-14 23:10:00",15.1,"2022-03-14 15:50:00"
"2022-03-16 00:00:00",825,9.08,1.726,"2022-03-15 06:20:00",35.5,"2022-03-15 11:30:00",22.85,"2022-03-15 14:30:00",3.747,"2022-03-15 04:20:00",48.71,"2022-03-15 01:30:00",6.93,"2022-03-15 14:30:00"
"2022-03-17 00:00:00",826,8.93,9.59,"2022-03-16 06:20:00",33.83,"2022-03-16 12:00:00",19.07,"2022-03-16 14:30:00",7.892,"2022-03-16 20:50:00",62.05,"2022-03-16 20:20:00",15.61,"2022-03-16 09:30:00"
"2022-03-18 00:00:00",827,8.76,5.505,"2022-03-17 06:20:00",34.26,"2022-03-17 11:20:00",18.87,"2022-03-17 15:00:00",5.04,"2022-03-17 06:00:00",36.85,"2022-03-18 00:00:00",8.86,"2022-03-17 13:30:00"
"2022-03-19 00:00:00",828,8.63,2.811,"2022-03-18 06:10:00",35.59,"2022-03-18 11:10:00",20.42,"2022-03-18 14:30:00",5.826,"2022-03-18 05:50:00",35.1,"2022-03-18 01:30:00",11.48,"2022-03-18 13:50:00"
"2022-03-20 00:00:00",829,8.48,5.625,"2022-03-19 04:10:00",30.16,"2022-03-19 12:00:00",20.16,"2022-03-19 13:00:00",5.103,"2022-03-19 22:00:00",92.5,"2022-03-19 22:00:00",8.22,"2022-03-19 11:10:00"
"2022-03-21 00:00:00",830,8.34,5.194,"2022-03-21 00:00:00",26.51,"2022-03-20 13:30:00",15.88,"2022-03-20 14:30:00",3.967,"2022-03-20 05:50:00",86.3,"2022-03-20 00:10:00",18.99,"2022-03-20 14:50:00"
"2022-03-22 00:00:00",831,8.24,3.617,"2022-03-21 02:00:00",31.04,"2022-03-21 12:40:00",19.01,"2022-03-21 16:20:00",3.666,"2022-03-21 01:40:00",35.36,"2022-03-21 01:40:00",14.11,"2022-03-21 12:00:00"
"2022-03-23 00:00:00",832,8.15,9.05,"2022-03-23 00:00:00",33.5,"2022-03-22 11:00:00",21.07,"2022-03-22 14:40:00",7.041,"2022-03-22 21:40:00",40.08,"2022-03-22 21:40:00",16.04,"2022-03-22 15:20:00"
