"TOA5","Pinyon2","CR1000X","12173","CR1000X.Std.03.02","CPU:PinyonSensorsDec11.CR1X","539","Table2"
"TIMESTAMP","RECORD","BattV_Min","PTemp_C_Min","PTemp_C_TMn","PTemp_C_Max","PTemp_C_TMx","AirTC_Max","AirTC_TMx","AirTC_Min","AirTC_TMn","RH_Max","RH_TMx","RH_Min","RH_TMn"
"2020-01-25 00:00:00",40,13.01,-0.664,"2020-01-24 06:50:00",30.52,"2020-01-24 14:40:00",18.9,"2020-01-24 13:00:00",-0.315,"2020-01-24 04:30:00",73.45,"2020-01-24 05:30:00",21.01,"2020-01-24 10:30:00"
"2020-01-26 00:00:00",41,13,-1.198,"2020-01-25 07:00:00",30.89,"2020-01-25 14:10:00",19.11,"2020-01-25 13:30:00",-0.776,"2020-01-25 05:00:00",79.35,"2020-01-25 07:10:00",23.52,"2020-01-25 15:40:00"
"2020-01-27 00:00:00",42,13.02,3.381,"2020-01-26 06:10:00",29.12,"2020-01-26 14:00:00",18.76,"2020-01-26 13:40:00",3.281,"2020-01-26 23:30:00",64.4,"2020-01-26 21:50:00",21.23,"2020-01-26 14:50:00"
"2020-01-28 00:00:00",43,13.02,1.267,"2020-01-27 07:20:00",29.73,"2020-01-27 15:00:00",18.39,"2020-01-27 11:10:00",0.981,"2020-01-27 22:40:00",67.71,"2020-01-27 04:00:00",21.57,"2020-01-27 13:00:00"
"2020-01-29 00:00:00",44,13,0.138,"2020-01-28 07:20:00",29.61,"2020-01-28 13:00:00",19.12,"2020-01-28 10:20:00",0.434,"2020-01-28 07:00:00",65.05,"2020-01-28 07:00:00",17.76,"2020-01-28 10:20:00"
"2020-01-30 00:00:00",45,13.01,0.695,"2020-01-29 05:00:00",21.67,"2020-01-29 12:30:00",13.89,"2020-01-29 11:00:00",-0.958,"2020-01-29 03:20:00",76.05,"2020-01-29 04:20:00",21.06,"2020-01-29 13:30:00"
"2020-01-31 00:00:00",46,13.02,0.258,"2020-01-30 07:10:00",28.6,"2020-01-30 12:50:00",18.31,"2020-01-30 11:30:00",0.515,"2020-01-30 02:30:00",43.31,"2020-01-30 02:30:00",5.807,"2020-01-30 12:30:00"
"2020-02-01 00:00:00",47,13.02,0.87,"2020-01-31 05:20:00",30.72,"2020-01-31 15:40:00",18.6,"2020-01-31 12:50:00",1.409,"2020-01-31 04:20:00",52.29,"2020-01-31 04:20:00",8.02,"2020-01-31 14:30:00"
"2020-02-02 00:00:00",48,13,0.79,"2020-02-01 07:10:00",32.88,"2020-02-01 14:10:00",22.12,"2020-02-01 13:30:00",1.504,"2020-02-01 05:20:00",53.69,"2020-02-01 23:10:00",15.13,"2020-02-01 13:30:00"
"2020-02-03 00:00:00",49,12.98,0.682,"2020-02-02 06:20:00",25.5,"2020-02-02 14:00:00",20.27,"2020-02-02 11:30:00",1.283,"2020-02-02 00:40:00",82.1,"2020-02-02 23:00:00",14.59,"2020-02-02 12:00:00"
"2020-02-04 00:00:00",50,13.01,-2.1,"2020-02-04 00:00:00",18.58,"2020-02-03 14:20:00",8.42,"2020-02-03 13:30:00",-3.056,"2020-02-03 20:00:00",95.8,"2020-02-03 05:10:00",14.15,"2020-02-03 13:50:00"
"2020-02-05 00:00:00",51,13,-6.233,"2020-02-04 05:30:00",15.72,"2020-02-04 14:20:00",5.944,"2020-02-04 13:50:00",-6.029,"2020-02-04 05:00:00",34.65,"2020-02-04 05:00:00",10,"2020-02-04 15:10:00"
"2020-02-06 00:00:00",52,13.03,-5.146,"2020-02-05 06:20:00",25.2,"2020-02-05 14:30:00",14.53,"2020-02-05 13:30:00",-5.321,"2020-02-05 06:10:00",50.09,"2020-02-05 23:50:00",10.66,"2020-02-05 11:30:00"
"2020-02-07 00:00:00",53,13.02,0.664,"2020-02-06 05:20:00",30.53,"2020-02-06 15:40:00",18.1,"2020-02-06 15:20:00",1.244,"2020-02-06 05:10:00",64.16,"2020-02-06 05:10:00",23.84,"2020-02-06 13:40:00"
"2020-02-08 00:00:00",54,12.97,0.023,"2020-02-07 06:50:00",32.51,"2020-02-07 13:20:00",21.68,"2020-02-07 12:00:00",1.263,"2020-02-07 06:40:00",57.11,"2020-02-07 06:40:00",13.19,"2020-02-07 12:00:00"
"2020-02-09 00:00:00",55,12.98,1.172,"2020-02-08 02:40:00",27.35,"2020-02-08 13:00:00",20.49,"2020-02-08 12:50:00",0.998,"2020-02-08 02:20:00",48.6,"2020-02-08 02:20:00",13.8,"2020-02-08 12:30:00"
"2020-02-10 00:00:00",56,13.01,3.853,"2020-02-10 00:00:00",20.92,"2020-02-09 14:10:00",11.49,"2020-02-09 13:40:00",1.283,"2020-02-09 23:10:00",93.9,"2020-02-09 23:10:00",35.1,"2020-02-09 00:40:00"
"2020-02-11 00:00:00",57,12.99,2.573,"2020-02-10 08:50:00",6.94,"2020-02-10 21:40:00",9.23,"2020-02-10 21:20:00",1.502,"2020-02-10 01:40:00",94,"2020-02-10 08:40:00",20.8,"2020-02-11 00:00:00"
"2020-02-12 00:00:00",58,13.02,1.736,"2020-02-12 00:00:00",23.35,"2020-02-11 16:10:00",12.49,"2020-02-11 12:50:00",-2.208,"2020-02-11 19:30:00",58,"2020-02-11 19:30:00",11.89,"2020-02-11 14:50:00"
"2020-02-13 00:00:00",59,12.99,-2.927,"2020-02-12 06:40:00",29.5,"2020-02-12 13:30:00",17.99,"2020-02-12 13:00:00",-2.667,"2020-02-12 23:30:00",81.7,"2020-02-12 22:00:00",13.55,"2020-02-12 12:30:00"
"2020-02-14 00:00:00",60,12.98,-3.389,"2020-02-13 06:50:00",27.22,"2020-02-13 14:00:00",14.46,"2020-02-13 12:50:00",-3.299,"2020-02-13 02:10:00",79.28,"2020-02-13 22:20:00",21,"2020-02-13 12:40:00"
"2020-02-15 00:00:00",61,12.99,-1.946,"2020-02-14 06:50:00",28.39,"2020-02-14 15:20:00",15.96,"2020-02-14 15:00:00",-1.44,"2020-02-14 06:40:00",66.41,"2020-02-14 06:40:00",21.5,"2020-02-14 15:00:00"
"2020-02-16 00:00:00",62,12.98,-2.443,"2020-02-15 06:50:00",29.01,"2020-02-15 14:40:00",17.49,"2020-02-15 11:00:00",-1.963,"2020-02-15 04:30:00",66.6,"2020-02-15 07:00:00",14.37,"2020-02-15 11:00:00"
"2020-02-17 00:00:00",63,12.98,1.403,"2020-02-16 03:10:00",31.1,"2020-02-16 12:20:00",19.57,"2020-02-16 12:00:00",0.277,"2020-02-16 02:40:00",62.81,"2020-02-16 02:40:00",21.43,"2020-02-16 12:10:00"
"2020-02-18 00:00:00",64,12.99,2.575,"2020-02-17 06:50:00",30.92,"2020-02-17 14:20:00",20.95,"2020-02-17 11:50:00",1.326,"2020-02-17 05:40:00",73.09,"2020-02-18 00:00:00",20.9,"2020-02-17 11:50:00"
"2020-02-19 00:00:00",65,12.97,0.844,"2020-02-18 06:40:00",30.28,"2020-02-18 12:20:00",18.77,"2020-02-18 11:40:00",1.525,"2020-02-18 06:30:00",76.17,"2020-02-18 01:30:00",12.71,"2020-02-18 09:50:00"
"2020-02-20 00:00:00",66,12.97,1.463,"2020-02-19 06:20:00",30.57,"2020-02-19 13:30:00",18.94,"2020-02-19 13:00:00",1.379,"2020-02-19 05:40:00",70.01,"2020-02-19 00:50:00",22.79,"2020-02-19 12:50:00"
"2020-02-21 00:00:00",67,12.95,-0.719,"2020-02-20 06:40:00",29.37,"2020-02-20 12:20:00",18.52,"2020-02-20 13:50:00",-0.453,"2020-02-20 02:20:00",68.47,"2020-02-20 03:40:00",16.56,"2020-02-20 13:50:00"
"2020-02-22 00:00:00",68,12.97,1.284,"2020-02-21 06:50:00",31.59,"2020-02-21 12:30:00",21.18,"2020-02-21 13:50:00",1.244,"2020-02-21 00:40:00",53.51,"2020-02-21 04:00:00",16.47,"2020-02-21 13:40:00"
"2020-02-23 00:00:00",69,12.98,3.964,"2020-02-22 21:10:00",14.82,"2020-02-22 09:30:00",9.8,"2020-02-22 09:40:00",3.145,"2020-02-22 15:40:00",96.9,"2020-02-23 00:00:00",38.15,"2020-02-22 00:10:00"
"2020-02-24 00:00:00",70,13.04,3.176,"2020-02-24 00:00:00",30.04,"2020-02-23 13:00:00",19.75,"2020-02-23 13:00:00",-0.243,"2020-02-23 22:50:00",97.4,"2020-02-23 01:10:00",20.4,"2020-02-23 16:20:00"
"2020-02-25 00:00:00",71,12.97,-0.047,"2020-02-24 06:50:00",31.11,"2020-02-24 14:00:00",21.92,"2020-02-24 14:00:00",-0.649,"2020-02-24 06:30:00",68.69,"2020-02-24 06:30:00",7.925,"2020-02-24 15:10:00"
"2020-02-26 00:00:00",72,12.96,-0.757,"2020-02-25 06:20:00",28.85,"2020-02-25 13:30:00",18.58,"2020-02-25 13:50:00",0.095,"2020-02-25 04:50:00",39.85,"2020-02-25 03:30:00",7.127,"2020-02-25 12:00:00"
"2020-02-27 00:00:00",73,12.97,0.765,"2020-02-26 06:40:00",27.87,"2020-02-26 15:40:00",16.64,"2020-02-26 14:00:00",-0.103,"2020-02-26 20:30:00",40.12,"2020-02-26 20:20:00",10.17,"2020-02-26 12:50:00"
"2020-02-28 00:00:00",74,12.97,-0.502,"2020-02-27 06:40:00",29.14,"2020-02-27 12:30:00",19.56,"2020-02-27 12:20:00",0.117,"2020-02-27 02:40:00",39.37,"2020-02-27 02:30:00",11.64,"2020-02-27 12:20:00"
"2020-02-29 00:00:00",75,12.98,3.322,"2020-02-28 04:10:00",32.87,"2020-02-28 12:40:00",21.9,"2020-02-28 12:30:00",2.477,"2020-02-28 03:30:00",46.48,"2020-02-28 08:10:00",10.68,"2020-02-28 12:40:00"
"2020-03-01 00:00:00",76,12.98,7.314,"2020-03-01 00:00:00",25.44,"2020-02-29 14:10:00",18.53,"2020-02-29 13:50:00",6.951,"2020-02-29 23:40:00",44.49,"2020-02-29 22:40:00",11.88,"2020-02-29 10:40:00"
"2020-03-02 00:00:00",77,12.98,2.109,"2020-03-01 23:20:00",15.39,"2020-03-01 13:10:00",10.52,"2020-03-01 12:20:00",1.59,"2020-03-01 22:10:00",90.4,"2020-03-01 18:00:00",34.39,"2020-03-01 00:30:00"
"2020-03-03 00:00:00",78,13.03,0.22,"2020-03-02 03:20:00",14.22,"2020-03-02 14:30:00",9.81,"2020-03-02 13:50:00",-0.992,"2020-03-02 03:10:00",94.1,"2020-03-02 08:00:00",29.81,"2020-03-03 00:00:00"
"2020-03-04 00:00:00",79,13.05,4.391,"2020-03-03 03:10:00",31.14,"2020-03-03 14:50:00",20.78,"2020-03-03 14:40:00",5.262,"2020-03-03 22:00:00",44.76,"2020-03-03 22:00:00",13.93,"2020-03-03 14:20:00"
"2020-03-05 00:00:00",80,12.98,2.626,"2020-03-04 06:30:00",33.27,"2020-03-04 11:30:00",22.14,"2020-03-04 11:00:00",1.55,"2020-03-04 05:50:00",84.4,"2020-03-04 22:50:00",18.79,"2020-03-04 09:20:00"
"2020-03-06 00:00:00",81,12.95,2.027,"2020-03-05 06:20:00",31.61,"2020-03-05 12:40:00",20.95,"2020-03-05 12:30:00",1.108,"2020-03-05 04:40:00",77.06,"2020-03-05 04:40:00",20.18,"2020-03-05 16:10:00"
"2020-03-07 00:00:00",82,12.95,0.749,"2020-03-06 06:30:00",33.34,"2020-03-06 13:00:00",22.55,"2020-03-06 14:00:00",0.259,"2020-03-06 04:30:00",71.13,"2020-03-06 04:30:00",21.05,"2020-03-06 08:10:00"
"2020-03-08 00:00:00",83,12.96,5.035,"2020-03-07 06:10:00",20.12,"2020-03-07 11:20:00",13.79,"2020-03-07 14:30:00",4.372,"2020-03-07 23:40:00",86.2,"2020-03-07 23:50:00",30.99,"2020-03-07 14:40:00"
"2020-03-09 00:00:00",84,13,2.878,"2020-03-08 06:30:00",20.45,"2020-03-08 15:20:00",13.28,"2020-03-08 14:30:00",2.939,"2020-03-08 05:00:00",83.6,"2020-03-08 05:00:00",29.61,"2020-03-08 23:50:00"
"2020-03-10 00:00:00",85,13.02,4.229,"2020-03-09 06:40:00",27.84,"2020-03-09 13:40:00",15.21,"2020-03-09 13:30:00",5.035,"2020-03-09 06:20:00",99.7,"2020-03-09 23:10:00",21.73,"2020-03-09 00:30:00"
"2020-03-11 00:00:00",86,12.99,7.623,"2020-03-10 23:20:00",13.21,"2020-03-10 12:20:00",9.61,"2020-03-10 09:40:00",6.184,"2020-03-10 23:10:00",100,"2020-03-10 01:00:00",98.8,"2020-03-10 00:20:00"
"2020-03-12 00:00:00",87,13.02,5.03,"2020-03-11 06:30:00",29.15,"2020-03-11 11:40:00",14.79,"2020-03-11 16:10:00",5.079,"2020-03-11 06:20:00",100,"2020-03-11 00:10:00",57.53,"2020-03-11 09:20:00"
"2020-03-13 00:00:00",88,12.99,4.838,"2020-03-12 21:10:00",10.19,"2020-03-12 09:40:00",10.17,"2020-03-12 08:10:00",4.716,"2020-03-13 00:00:00",100,"2020-03-12 00:10:00",78.05,"2020-03-12 20:00:00"
"2020-03-14 00:00:00",89,13.07,3.758,"2020-03-13 05:50:00",15.69,"2020-03-13 11:40:00",10.04,"2020-03-13 11:30:00",3.828,"2020-03-13 05:10:00",100,"2020-03-13 17:40:00",68.09,"2020-03-13 11:30:00"
"2020-03-15 00:00:00",90,13.06,4.875,"2020-03-14 05:30:00",19.07,"2020-03-14 13:50:00",12.78,"2020-03-14 13:00:00",4.795,"2020-03-14 23:10:00",93.9,"2020-03-14 03:50:00",52.83,"2020-03-14 13:00:00"
"2020-03-16 00:00:00",91,13.05,3.774,"2020-03-15 06:10:00",18.55,"2020-03-15 12:30:00",12.27,"2020-03-15 11:10:00",3.465,"2020-03-15 23:10:00",90.7,"2020-03-15 23:20:00",50.33,"2020-03-15 12:00:00"
"2020-03-17 00:00:00",92,13.05,2.37,"2020-03-16 06:30:00",24.11,"2020-03-16 12:10:00",14.63,"2020-03-16 12:00:00",2.72,"2020-03-16 05:10:00",88.1,"2020-03-16 01:10:00",41.09,"2020-03-16 12:00:00"
"2020-03-18 00:00:00",93,13.04,2.225,"2020-03-17 06:30:00",17.3,"2020-03-17 12:20:00",9.33,"2020-03-17 14:50:00",1.507,"2020-03-17 05:20:00",95.2,"2020-03-17 02:40:00",47.08,"2020-03-17 14:40:00"
"2020-03-19 00:00:00",94,13.05,0.365,"2020-03-18 04:30:00",9.03,"2020-03-18 14:50:00",5.402,"2020-03-18 14:40:00",-0.492,"2020-03-18 04:10:00",99.8,"2020-03-18 13:20:00",60.71,"2020-03-18 02:10:00"
"2020-03-20 00:00:00",95,13.13,1.227,"2020-03-19 05:00:00",13.81,"2020-03-19 12:20:00",8.85,"2020-03-19 12:20:00",1.405,"2020-03-19 04:50:00",95.6,"2020-03-19 18:20:00",52.52,"2020-03-19 12:10:00"
"2020-03-21 00:00:00",96,13.09,0.729,"2020-03-20 06:20:00",24.65,"2020-03-20 11:10:00",12.21,"2020-03-20 11:20:00",-0.61,"2020-03-20 23:00:00",95.1,"2020-03-20 23:20:00",50.35,"2020-03-20 11:20:00"
"2020-03-22 00:00:00",97,13.06,0.397,"2020-03-21 05:10:00",27.71,"2020-03-21 12:10:00",15.24,"2020-03-21 12:00:00",-0.154,"2020-03-21 05:00:00",91.9,"2020-03-21 05:30:00",40.68,"2020-03-21 14:10:00"
"2020-03-23 00:00:00",98,13.03,2.292,"2020-03-22 06:00:00",28.54,"2020-03-22 12:00:00",16.5,"2020-03-22 12:50:00",2.195,"2020-03-22 05:40:00",97.6,"2020-03-22 22:50:00",33.48,"2020-03-22 08:20:00"
"2020-03-24 00:00:00",99,13.02,4.688,"2020-03-24 00:00:00",16.52,"2020-03-23 15:20:00",11.89,"2020-03-23 14:40:00",4.555,"2020-03-23 05:50:00",99,"2020-03-23 02:00:00",50.18,"2020-03-23 14:50:00"
"2020-03-25 00:00:00",100,13.06,1.743,"2020-03-24 06:10:00",21.7,"2020-03-24 11:50:00",14.45,"2020-03-24 13:40:00",2.454,"2020-03-24 06:00:00",81.5,"2020-03-24 23:00:00",39.7,"2020-03-24 13:40:00"
"2020-03-26 00:00:00",101,13.04,3.095,"2020-03-25 06:00:00",16.56,"2020-03-25 12:40:00",11.33,"2020-03-25 14:20:00",2.598,"2020-03-25 22:10:00",93.3,"2020-03-25 22:10:00",47.2,"2020-03-25 14:10:00"
"2020-03-27 00:00:00",102,13.08,0.691,"2020-03-27 00:00:00",16.08,"2020-03-26 12:10:00",8.57,"2020-03-26 12:00:00",0.237,"2020-03-27 00:00:00",83.7,"2020-03-26 01:20:00",34.21,"2020-03-26 12:20:00"
"2020-03-28 00:00:00",103,13.12,-0.449,"2020-03-27 06:00:00",20.79,"2020-03-27 09:50:00",12.26,"2020-03-27 13:40:00",-0.25,"2020-03-27 05:50:00",89.3,"2020-03-27 01:10:00",30.67,"2020-03-27 13:40:00"
