"TOA5","Pinyon2","CR1000X","12173","CR1000X.Std.03.02","CPU:PinyonSensorsDec11.CR1X","539","Table2"
"TIMESTAMP","RECORD","BattV_Min","PTemp_C_Min","PTemp_C_TMn","PTemp_C_Max","PTemp_C_TMx","AirTC_Max","AirTC_TMx","AirTC_Min","AirTC_TMn","RH_Max","RH_TMx","RH_Min","RH_TMn"
"2020-12-12 00:00:00",362,13,-2.756,"2020-12-11 07:10:00",27.72,"2020-12-11 11:20:00",15.96,"2020-12-11 11:30:00",-2.709,"2020-12-11 06:40:00",68.4,"2020-12-11 21:10:00",11.38,"2020-12-11 12:30:00"
"2020-12-13 00:00:00",363,12.99,2.39,"2020-12-12 00:10:00",23.42,"2020-12-12 14:10:00",15.9,"2020-12-12 13:10:00",3.386,"2020-12-12 00:10:00",64.45,"2020-12-12 16:30:00",29.28,"2020-12-12 02:50:00"
"2020-12-14 00:00:00",364,12.97,-4.193,"2020-12-13 07:00:00",24.7,"2020-12-13 14:50:00",11.63,"2020-12-13 12:10:00",-5.312,"2020-12-13 05:50:00",53.39,"2020-12-13 05:30:00",16.99,"2020-12-13 12:10:00"
"2020-12-15 00:00:00",365,12.98,2.782,"2020-12-15 00:00:00",25.85,"2020-12-14 14:40:00",12.88,"2020-12-14 12:30:00",0.988,"2020-12-14 17:50:00",64.36,"2020-12-14 07:30:00",22.16,"2020-12-14 15:30:00"
"2020-12-16 00:00:00",366,12.93,-1.641,"2020-12-15 07:00:00",25.36,"2020-12-15 14:30:00",14.12,"2020-12-15 12:20:00",-3.052,"2020-12-15 22:10:00",57.07,"2020-12-15 06:50:00",12.07,"2020-12-15 14:50:00"
"2020-12-17 00:00:00",367,12.97,-2.878,"2020-12-16 06:50:00",30.71,"2020-12-16 14:20:00",18.72,"2020-12-16 14:10:00",-3.333,"2020-12-16 01:10:00",58.77,"2020-12-16 22:40:00",11.66,"2020-12-16 08:10:00"
"2020-12-18 00:00:00",368,12.93,1.164,"2020-12-17 01:50:00",21,"2020-12-17 13:50:00",14.85,"2020-12-17 11:10:00",-1.092,"2020-12-17 22:40:00",92.2,"2020-12-17 21:50:00",16.92,"2020-12-17 09:20:00"
"2020-12-19 00:00:00",369,12.97,-1.442,"2020-12-18 03:40:00",26.84,"2020-12-18 14:40:00",14.27,"2020-12-18 13:50:00",-3.737,"2020-12-18 20:40:00",72.77,"2020-12-18 03:30:00",23.64,"2020-12-18 14:10:00"
"2020-12-20 00:00:00",370,12.96,-3.39,"2020-12-19 06:40:00",29.54,"2020-12-19 14:30:00",16.74,"2020-12-19 13:30:00",-2.126,"2020-12-19 05:00:00",49.07,"2020-12-19 05:50:00",9.12,"2020-12-19 13:30:00"
"2020-12-21 00:00:00",371,12.93,2.568,"2020-12-20 01:30:00",34.39,"2020-12-20 14:10:00",21.02,"2020-12-20 12:10:00",2.777,"2020-12-20 21:40:00",31.76,"2020-12-20 23:40:00",6.178,"2020-12-20 14:40:00"
"2020-12-22 00:00:00",372,12.86,1.32,"2020-12-21 06:20:00",33.54,"2020-12-21 13:50:00",20.59,"2020-12-21 12:40:00",1.347,"2020-12-21 05:50:00",41.72,"2020-12-21 04:00:00",12.53,"2020-12-21 12:40:00"
"2020-12-23 00:00:00",373,12.87,7.445,"2020-12-22 00:10:00",26.96,"2020-12-22 14:20:00",18.98,"2020-12-22 13:20:00",6.268,"2020-12-22 19:00:00",26.24,"2020-12-22 01:00:00",6.81,"2020-12-22 13:00:00"
"2020-12-24 00:00:00",374,12.9,0.793,"2020-12-24 00:00:00",24.68,"2020-12-23 12:30:00",15.31,"2020-12-23 11:40:00",-2.206,"2020-12-23 23:20:00",31.19,"2020-12-23 03:30:00",7.422,"2020-12-23 11:40:00"
"2020-12-25 00:00:00",375,12.96,-0.338,"2020-12-24 01:40:00",15.85,"2020-12-24 14:10:00",12.19,"2020-12-24 14:10:00",-2.082,"2020-12-24 00:10:00",88.2,"2020-12-24 21:30:00",6.536,"2020-12-24 14:10:00"
"2020-12-26 00:00:00",376,12.98,-1.669,"2020-12-25 07:10:00",28.55,"2020-12-25 14:30:00",15.9,"2020-12-25 14:10:00",-1.781,"2020-12-25 03:40:00",85.4,"2020-12-25 02:20:00",14.28,"2020-12-25 11:20:00"
"2020-12-27 00:00:00",377,12.94,5.841,"2020-12-26 03:00:00",27.82,"2020-12-26 12:20:00",18.27,"2020-12-26 10:40:00",3.705,"2020-12-26 21:00:00",61.22,"2020-12-26 21:00:00",14.91,"2020-12-26 10:50:00"
"2020-12-28 00:00:00",378,12.92,-0.068,"2020-12-27 06:30:00",21.51,"2020-12-27 10:20:00",14.97,"2020-12-27 10:00:00",-1.599,"2020-12-27 06:10:00",76.76,"2020-12-28 00:00:00",15.87,"2020-12-27 00:30:00"
"2020-12-29 00:00:00",379,13,1.359,"2020-12-29 00:00:00",9.19,"2020-12-28 12:50:00",4.032,"2020-12-28 12:40:00",0.014,"2020-12-28 05:40:00",99.1,"2020-12-28 06:50:00",78.75,"2020-12-28 00:10:00"
"2020-12-30 00:00:00",380,13.09,-1.808,"2020-12-29 06:50:00",15.58,"2020-12-29 13:10:00",7.579,"2020-12-29 13:00:00",-2.203,"2020-12-29 05:40:00",99.6,"2020-12-29 00:30:00",22.23,"2020-12-29 23:40:00"
"2020-12-31 00:00:00",381,13.09,-1.973,"2020-12-30 07:20:00",26.17,"2020-12-30 14:30:00",14.79,"2020-12-30 15:10:00",-0.469,"2020-12-30 04:20:00",55.48,"2020-12-30 20:00:00",9.59,"2020-12-30 12:00:00"
"2021-01-01 00:00:00",382,12.99,1.523,"2020-12-31 01:40:00",24.65,"2020-12-31 12:30:00",11.99,"2020-12-31 12:30:00",2.921,"2020-12-31 06:00:00",51.49,"2021-01-01 00:00:00",16.22,"2020-12-31 09:50:00"
"2021-01-02 00:00:00",383,13.03,-0.084,"2021-01-01 23:50:00",26.65,"2021-01-01 13:50:00",14.73,"2021-01-01 12:50:00",-2.203,"2021-01-01 22:20:00",76.73,"2021-01-01 21:50:00",22.27,"2021-01-01 13:40:00"
"2021-01-03 00:00:00",384,12.98,0.274,"2021-01-02 00:10:00",27.46,"2021-01-02 13:20:00",14.85,"2021-01-02 12:50:00",2.115,"2021-01-02 21:20:00",60.01,"2021-01-02 21:30:00",23.05,"2021-01-02 12:50:00"
"2021-01-04 00:00:00",385,13,0.665,"2021-01-03 07:00:00",27.14,"2021-01-03 14:50:00",14.23,"2021-01-03 11:50:00",-0.065,"2021-01-03 22:30:00",76.39,"2021-01-03 21:00:00",28.65,"2021-01-03 11:50:00"
"2021-01-05 00:00:00",386,12.95,-0.981,"2021-01-04 07:00:00",29.23,"2021-01-04 13:50:00",16,"2021-01-04 12:00:00",-1.056,"2021-01-04 02:20:00",86.1,"2021-01-04 04:50:00",28.49,"2021-01-04 11:50:00"
"2021-01-06 00:00:00",387,12.95,-1.699,"2021-01-05 07:20:00",29.42,"2021-01-05 15:10:00",20.37,"2021-01-05 10:50:00",-0.474,"2021-01-05 05:40:00",62.75,"2021-01-05 21:40:00",11.61,"2021-01-05 08:20:00"
"2021-01-07 00:00:00",388,12.91,-1.097,"2021-01-06 03:50:00",27.52,"2021-01-06 12:40:00",16.98,"2021-01-06 11:40:00",-0.912,"2021-01-06 01:40:00",65.5,"2021-01-06 01:40:00",14.07,"2021-01-06 11:40:00"
"2021-01-08 00:00:00",389,12.94,-1.379,"2021-01-07 07:10:00",28.83,"2021-01-07 12:10:00",17.59,"2021-01-07 11:50:00",-1.58,"2021-01-07 07:00:00",61.23,"2021-01-07 07:00:00",14.45,"2021-01-07 11:50:00"
"2021-01-09 00:00:00",390,12.93,-1.614,"2021-01-08 04:00:00",29.92,"2021-01-08 14:00:00",17.79,"2021-01-08 10:50:00",-1.843,"2021-01-08 03:20:00",60.73,"2021-01-08 02:20:00",10.39,"2021-01-09 00:00:00"
"2021-01-10 00:00:00",391,12.92,1.662,"2021-01-09 06:20:00",27.61,"2021-01-09 14:20:00",15.96,"2021-01-09 13:50:00",-0.733,"2021-01-09 20:40:00",40.89,"2021-01-09 20:40:00",7.947,"2021-01-09 01:30:00"
"2021-01-11 00:00:00",392,12.95,-2.998,"2021-01-10 07:20:00",27.24,"2021-01-10 12:40:00",14.36,"2021-01-10 11:10:00",-3.741,"2021-01-10 23:00:00",63.6,"2021-01-10 23:00:00",16.75,"2021-01-10 11:10:00"
"2021-01-12 00:00:00",393,13,-2.285,"2021-01-11 02:10:00",27.56,"2021-01-11 14:00:00",14.03,"2021-01-11 13:40:00",-3.357,"2021-01-11 00:50:00",63.31,"2021-01-11 00:50:00",15.89,"2021-01-11 13:40:00"
"2021-01-13 00:00:00",394,12.96,-4.637,"2021-01-12 06:30:00",26.74,"2021-01-12 15:00:00",14.41,"2021-01-12 15:00:00",-4.465,"2021-01-12 05:10:00",57.64,"2021-01-12 03:10:00",13.66,"2021-01-12 11:00:00"
"2021-01-14 00:00:00",395,12.99,-2.117,"2021-01-13 05:50:00",33.11,"2021-01-13 14:00:00",22.34,"2021-01-13 13:50:00",-2.103,"2021-01-13 04:10:00",48.65,"2021-01-13 03:40:00",6.698,"2021-01-13 13:50:00"
"2021-01-15 00:00:00",396,12.92,4.776,"2021-01-14 02:30:00",32.67,"2021-01-14 15:10:00",23.58,"2021-01-14 13:10:00",4.569,"2021-01-14 00:40:00",51.17,"2021-01-14 00:40:00",6.385,"2021-01-14 14:50:00"
"2021-01-16 00:00:00",397,12.88,7.36,"2021-01-16 00:00:00",35.85,"2021-01-15 13:30:00",24.58,"2021-01-15 12:20:00",6.026,"2021-01-15 21:20:00",20.76,"2021-01-15 00:10:00",4.336,"2021-01-15 14:20:00"
"2021-01-17 00:00:00",398,12.82,3.178,"2021-01-16 06:20:00",34.75,"2021-01-16 14:40:00",24.63,"2021-01-16 11:10:00",4.856,"2021-01-16 03:40:00",29.3,"2021-01-16 22:40:00",8.88,"2021-01-16 11:10:00"
"2021-01-18 00:00:00",399,12.85,1.771,"2021-01-17 07:20:00",33.52,"2021-01-17 13:50:00",20.96,"2021-01-17 11:50:00",0.778,"2021-01-17 06:50:00",46.9,"2021-01-17 04:50:00",9.91,"2021-01-17 15:20:00"
"2021-01-19 00:00:00",400,12.83,1.233,"2021-01-18 06:30:00",31.62,"2021-01-18 13:40:00",20.88,"2021-01-18 13:10:00",1.464,"2021-01-18 06:00:00",40.11,"2021-01-18 03:40:00",11.54,"2021-01-18 12:50:00"
"2021-01-20 00:00:00",401,12.89,5.141,"2021-01-19 07:20:00",20.74,"2021-01-19 09:50:00",12.41,"2021-01-19 09:30:00",3.766,"2021-01-19 12:10:00",77.98,"2021-01-19 23:00:00",16.15,"2021-01-19 09:30:00"
"2021-01-21 00:00:00",402,12.99,5.458,"2021-01-20 05:00:00",9.39,"2021-01-20 12:50:00",7.719,"2021-01-20 12:40:00",4.414,"2021-01-20 04:50:00",99.9,"2021-01-20 07:50:00",65.47,"2021-01-20 03:10:00"
"2021-01-22 00:00:00",403,13.01,5.174,"2021-01-22 00:00:00",30.23,"2021-01-21 12:20:00",17.3,"2021-01-21 11:50:00",3.098,"2021-01-21 22:00:00",97.7,"2021-01-21 04:10:00",45.29,"2021-01-21 11:30:00"
"2021-01-23 00:00:00",404,12.98,4.429,"2021-01-22 20:20:00",17.24,"2021-01-22 12:00:00",10.66,"2021-01-22 11:50:00",2.797,"2021-01-22 20:10:00",88.4,"2021-01-22 18:10:00",50.43,"2021-01-22 12:30:00"
"2021-01-24 00:00:00",405,13.05,-0.361,"2021-01-24 00:00:00",10.53,"2021-01-23 10:20:00",5.543,"2021-01-23 11:10:00",-0.852,"2021-01-24 00:00:00",98.3,"2021-01-23 17:50:00",60.25,"2021-01-23 10:50:00"
"2021-01-25 00:00:00",406,13.03,-1.414,"2021-01-24 04:10:00",17.49,"2021-01-24 11:50:00",5.463,"2021-01-24 11:40:00",-1.498,"2021-01-24 04:00:00",98.6,"2021-01-24 09:00:00",64.48,"2021-01-24 13:50:00"
"2021-01-26 00:00:00",407,13.07,-1.94,"2021-01-25 23:30:00",5.113,"2021-01-25 10:30:00",1.361,"2021-01-25 00:40:00",-3.112,"2021-01-25 17:50:00",99.9,"2021-01-25 05:40:00",67.5,"2021-01-25 11:30:00"
"2021-01-27 00:00:00",408,13.16,-4.393,"2021-01-27 00:00:00",11.13,"2021-01-26 14:30:00",2.517,"2021-01-26 15:20:00",-4.874,"2021-01-26 23:50:00",83.7,"2021-01-26 21:30:00",50.16,"2021-01-26 15:20:00"
"2021-01-28 00:00:00",409,13.19,-5.451,"2021-01-27 03:10:00",23.12,"2021-01-27 13:20:00",5.804,"2021-01-27 13:20:00",-5.455,"2021-01-27 03:10:00",96.5,"2021-01-27 19:00:00",50.89,"2021-01-27 08:30:00"
"2021-01-29 00:00:00",410,13.07,-0.949,"2021-01-28 01:40:00",24.67,"2021-01-28 13:00:00",11.89,"2021-01-28 10:50:00",-0.387,"2021-01-28 01:20:00",86.3,"2021-01-28 00:20:00",40.9,"2021-01-28 22:50:00"
"2021-01-30 00:00:00",411,13.02,-0.04,"2021-01-30 00:00:00",9.65,"2021-01-29 12:10:00",5.823,"2021-01-29 00:20:00",-0.108,"2021-01-29 05:10:00",99.5,"2021-01-29 05:30:00",69.05,"2021-01-29 00:10:00"
"2021-01-31 00:00:00",412,13.14,-2.867,"2021-01-30 07:10:00",23.88,"2021-01-30 14:00:00",10.74,"2021-01-30 11:40:00",-1.646,"2021-01-30 03:30:00",89.3,"2021-01-30 21:50:00",45.99,"2021-01-30 16:30:00"
"2021-02-01 00:00:00",413,13.03,-2.534,"2021-01-31 07:00:00",24.55,"2021-01-31 12:30:00",12.68,"2021-01-31 12:20:00",-1.316,"2021-01-31 00:10:00",83.3,"2021-01-31 00:10:00",28.37,"2021-01-31 15:20:00"
"2021-02-02 00:00:00",414,13.03,4.628,"2021-02-01 02:30:00",25.8,"2021-02-01 11:10:00",18.33,"2021-02-01 10:50:00",4.912,"2021-02-01 00:20:00",68.45,"2021-02-01 19:20:00",22.65,"2021-02-01 09:50:00"
"2021-02-03 00:00:00",415,12.98,8.64,"2021-02-02 07:00:00",29.53,"2021-02-02 14:20:00",19.9,"2021-02-02 14:10:00",9.02,"2021-02-02 00:10:00",74.24,"2021-02-02 18:50:00",39.3,"2021-02-02 14:10:00"
"2021-02-04 00:00:00",416,12.93,7.39,"2021-02-03 07:10:00",26.65,"2021-02-03 11:40:00",18.53,"2021-02-03 11:30:00",8.68,"2021-02-03 04:40:00",73.13,"2021-02-03 00:30:00",19.96,"2021-02-03 09:30:00"
"2021-02-05 00:00:00",417,12.92,2.189,"2021-02-04 06:30:00",27.13,"2021-02-04 14:30:00",15.15,"2021-02-04 15:00:00",1.425,"2021-02-04 20:20:00",60.38,"2021-02-04 19:10:00",9.77,"2021-02-04 03:50:00"
"2021-02-06 00:00:00",418,12.95,0.03,"2021-02-05 05:50:00",31.66,"2021-02-05 14:10:00",19.88,"2021-02-05 15:00:00",-1.178,"2021-02-05 05:10:00",58.32,"2021-02-06 00:00:00",14.6,"2021-02-05 15:00:00"
"2021-02-07 00:00:00",419,12.9,2.062,"2021-02-06 07:10:00",32.39,"2021-02-06 13:50:00",20.54,"2021-02-06 13:40:00",1.204,"2021-02-06 23:40:00",59.18,"2021-02-06 01:00:00",12.1,"2021-02-06 11:20:00"
"2021-02-08 00:00:00",420,12.88,-0.546,"2021-02-07 06:40:00",32.7,"2021-02-07 14:20:00",20.68,"2021-02-07 14:00:00",0.393,"2021-02-07 04:20:00",50.46,"2021-02-07 00:30:00",10.78,"2021-02-07 10:10:00"
"2021-02-09 00:00:00",421,12.88,3.28,"2021-02-08 03:20:00",31.57,"2021-02-08 12:20:00",18.51,"2021-02-08 10:40:00",4.024,"2021-02-08 03:00:00",42.29,"2021-02-08 03:10:00",15.84,"2021-02-08 09:00:00"
"2021-02-10 00:00:00",422,12.91,7.057,"2021-02-09 23:40:00",23.18,"2021-02-09 15:40:00",17.26,"2021-02-09 13:40:00",5.191,"2021-02-09 23:30:00",37.27,"2021-02-09 16:30:00",7.427,"2021-02-09 14:00:00"
"2021-02-11 00:00:00",423,12.98,1.846,"2021-02-10 07:00:00",31.26,"2021-02-10 13:00:00",19.13,"2021-02-10 12:20:00",1.363,"2021-02-10 01:50:00",60.67,"2021-02-11 00:00:00",18.55,"2021-02-10 08:10:00"
"2021-02-12 00:00:00",424,12.89,0.215,"2021-02-11 06:40:00",32.01,"2021-02-11 14:10:00",20.54,"2021-02-11 14:00:00",0.436,"2021-02-11 05:20:00",68.54,"2021-02-11 05:20:00",20.04,"2021-02-11 14:20:00"
"2021-02-13 00:00:00",425,12.94,3.713,"2021-02-12 23:20:00",25.32,"2021-02-12 15:30:00",15.35,"2021-02-12 14:20:00",0.516,"2021-02-12 22:00:00",90.2,"2021-02-12 07:40:00",31.75,"2021-02-12 13:50:00"
"2021-02-14 00:00:00",426,12.97,3.521,"2021-02-14 00:00:00",23.72,"2021-02-13 12:20:00",14.44,"2021-02-13 10:40:00",3.239,"2021-02-14 00:00:00",70.37,"2021-02-13 16:50:00",19.62,"2021-02-13 04:40:00"
"2021-02-15 00:00:00",427,13.04,-1.077,"2021-02-14 05:40:00",26.22,"2021-02-14 13:40:00",14.55,"2021-02-14 14:30:00",-2.309,"2021-02-14 04:40:00",83.4,"2021-02-14 04:30:00",19.98,"2021-02-14 12:40:00"
"2021-02-16 00:00:00",428,12.99,2.246,"2021-02-15 04:00:00",20.81,"2021-02-15 13:40:00",14.08,"2021-02-15 13:50:00",2.565,"2021-02-15 03:30:00",75.97,"2021-02-15 23:20:00",33.72,"2021-02-15 13:10:00"
"2021-02-17 00:00:00",429,13.05,2.073,"2021-02-17 00:00:00",26.85,"2021-02-16 11:30:00",14.45,"2021-02-16 11:40:00",1.404,"2021-02-17 00:00:00",75.3,"2021-02-16 00:20:00",20.72,"2021-02-16 11:40:00"
"2021-02-18 00:00:00",430,13.01,-2.482,"2021-02-17 05:50:00",25.63,"2021-02-17 13:20:00",13.74,"2021-02-17 13:20:00",-3.037,"2021-02-17 02:40:00",67.24,"2021-02-17 02:40:00",19.63,"2021-02-17 20:20:00"
"2021-02-19 00:00:00",431,13,-1.42,"2021-02-18 06:50:00",25.45,"2021-02-18 14:50:00",12.83,"2021-02-18 13:10:00",-3.032,"2021-02-18 23:00:00",40.98,"2021-02-18 21:30:00",8.73,"2021-02-18 14:40:00"
"2021-02-20 00:00:00",432,12.99,-2.955,"2021-02-19 06:50:00",28.91,"2021-02-19 12:30:00",15.81,"2021-02-19 13:30:00",-3.66,"2021-02-19 04:40:00",41.55,"2021-02-19 04:40:00",10.03,"2021-02-19 13:30:00"
"2021-02-21 00:00:00",433,12.95,4.26,"2021-02-21 00:00:00",25.82,"2021-02-20 14:50:00",17.23,"2021-02-20 14:30:00",3.928,"2021-02-20 20:40:00",42.17,"2021-02-20 05:30:00",7.779,"2021-02-20 15:50:00"
"2021-02-22 00:00:00",434,12.98,0.734,"2021-02-22 00:00:00",27.08,"2021-02-21 15:30:00",14.22,"2021-02-21 15:10:00",-1.602,"2021-02-21 23:50:00",42.35,"2021-02-21 21:50:00",11.98,"2021-02-21 15:30:00"
"2021-02-23 00:00:00",435,12.95,-3.684,"2021-02-22 06:50:00",29.98,"2021-02-22 14:00:00",18.23,"2021-02-22 13:00:00",-4.286,"2021-02-22 06:10:00",52.78,"2021-02-22 06:10:00",10.82,"2021-02-22 13:00:00"
"2021-02-24 00:00:00",436,12.91,-2.261,"2021-02-23 06:40:00",32.86,"2021-02-23 14:10:00",23.24,"2021-02-23 13:50:00",-1.886,"2021-02-23 06:30:00",43.76,"2021-02-23 06:20:00",10.82,"2021-02-23 11:30:00"
"2021-02-25 00:00:00",437,12.88,0.517,"2021-02-24 06:50:00",32,"2021-02-24 11:40:00",21.47,"2021-02-24 11:20:00",3.761,"2021-02-24 06:20:00",42.4,"2021-02-24 06:20:00",12.41,"2021-02-24 11:40:00"
"2021-02-26 00:00:00",438,12.93,1.297,"2021-02-26 00:00:00",27.06,"2021-02-25 13:50:00",13.7,"2021-02-25 13:30:00",-2.084,"2021-02-25 22:00:00",31.62,"2021-02-25 00:10:00",6.763,"2021-02-25 12:00:00"
"2021-02-27 00:00:00",439,12.97,-2.379,"2021-02-26 06:40:00",31.8,"2021-02-26 12:10:00",19.33,"2021-02-26 11:20:00",-2.55,"2021-02-26 05:20:00",23.84,"2021-02-26 05:20:00",5.444,"2021-02-26 00:10:00"
"2021-02-28 00:00:00",440,12.95,6.062,"2021-02-28 00:00:00",29.01,"2021-02-27 12:40:00",16.32,"2021-02-27 13:50:00",2.039,"2021-02-27 19:10:00",39.88,"2021-02-27 20:10:00",10.9,"2021-02-27 02:10:00"
"2021-03-01 00:00:00",441,12.93,-0.878,"2021-03-01 00:00:00",25.41,"2021-02-28 14:00:00",12.59,"2021-02-28 13:50:00",-4.609,"2021-02-28 23:40:00",32.63,"2021-02-28 06:20:00",10.09,"2021-02-28 15:30:00"
"2021-03-02 00:00:00",442,13,-6.211,"2021-03-01 06:30:00",26.32,"2021-03-01 12:20:00",13.62,"2021-03-01 12:20:00",-7.309,"2021-03-01 05:20:00",37.57,"2021-03-01 05:40:00",10.07,"2021-03-01 10:50:00"
"2021-03-03 00:00:00",443,13,-3.289,"2021-03-02 03:30:00",29.28,"2021-03-02 12:30:00",17.25,"2021-03-02 14:00:00",-3.86,"2021-03-02 01:30:00",34.97,"2021-03-02 23:40:00",8.16,"2021-03-02 11:10:00"
"2021-03-04 00:00:00",444,12.96,-1.606,"2021-03-03 03:50:00",25.79,"2021-03-03 10:50:00",12.94,"2021-03-03 10:40:00",-3.293,"2021-03-03 02:30:00",98.3,"2021-03-03 12:50:00",20.33,"2021-03-03 08:30:00"
"2021-03-05 00:00:00",445,13.13,0.149,"2021-03-04 06:40:00",29.33,"2021-03-04 13:20:00",18.36,"2021-03-04 13:10:00",0.076,"2021-03-04 23:30:00",95.7,"2021-03-04 00:20:00",21.48,"2021-03-04 13:30:00"
"2021-03-06 00:00:00",446,12.96,-1.861,"2021-03-05 06:20:00",30.69,"2021-03-05 12:40:00",20.48,"2021-03-05 14:50:00",-1.8,"2021-03-05 04:40:00",68.47,"2021-03-05 05:10:00",14.23,"2021-03-05 14:40:00"
"2021-03-07 00:00:00",447,12.92,3.812,"2021-03-06 06:30:00",30.22,"2021-03-06 12:50:00",21.41,"2021-03-06 13:10:00",3.965,"2021-03-06 06:20:00",54.3,"2021-03-06 06:20:00",6.798,"2021-03-06 13:40:00"
"2021-03-08 00:00:00",448,12.95,2.458,"2021-03-07 06:10:00",31.09,"2021-03-07 13:00:00",20.27,"2021-03-07 13:20:00",2.253,"2021-03-07 03:30:00",52.54,"2021-03-07 22:10:00",18.05,"2021-03-07 10:40:00"
"2021-03-09 00:00:00",449,12.92,4.375,"2021-03-08 06:40:00",21.62,"2021-03-08 13:50:00",14.85,"2021-03-08 13:30:00",3.542,"2021-03-08 06:30:00",84,"2021-03-08 01:40:00",28.57,"2021-03-08 00:10:00"
"2021-03-10 00:00:00",450,13.04,2.275,"2021-03-10 00:00:00",17.32,"2021-03-09 10:00:00",9.29,"2021-03-09 09:20:00",1.363,"2021-03-09 20:00:00",76.84,"2021-03-10 00:00:00",27.63,"2021-03-09 09:40:00"
"2021-03-11 00:00:00",451,13.12,0.531,"2021-03-11 00:00:00",11.15,"2021-03-10 12:10:00",7.456,"2021-03-10 12:00:00",-0.532,"2021-03-10 23:30:00",98.5,"2021-03-10 23:20:00",49.78,"2021-03-10 12:00:00"
"2021-03-12 00:00:00",452,13.16,-0.193,"2021-03-12 00:00:00",15.96,"2021-03-11 14:50:00",6.752,"2021-03-11 13:50:00",-0.995,"2021-03-11 04:00:00",99.8,"2021-03-11 03:40:00",51.19,"2021-03-11 14:40:00"
"2021-03-13 00:00:00",453,13.16,-4.263,"2021-03-12 06:20:00",20.67,"2021-03-12 10:30:00",9.11,"2021-03-12 12:40:00",-4.65,"2021-03-12 05:30:00",87.7,"2021-03-12 06:30:00",38.16,"2021-03-12 08:50:00"
"2021-03-14 00:00:00",454,13.15,0.203,"2021-03-13 05:30:00",17.99,"2021-03-13 14:30:00",11.11,"2021-03-13 14:20:00",0.399,"2021-03-13 02:50:00",85.7,"2021-03-13 03:00:00",34.43,"2021-03-13 14:00:00"
"2021-03-15 00:00:00",455,13.1,0.722,"2021-03-14 05:20:00",29.7,"2021-03-14 11:00:00",17.57,"2021-03-14 10:40:00",2.255,"2021-03-14 04:00:00",75.51,"2021-03-14 23:30:00",17.98,"2021-03-14 09:20:00"
"2021-03-16 00:00:00",456,13.04,-0.512,"2021-03-15 23:10:00",12.03,"2021-03-15 11:00:00",8.83,"2021-03-15 13:20:00",-1.515,"2021-03-15 17:50:00",98.9,"2021-03-15 18:00:00",54.23,"2021-03-15 00:50:00"
"2021-03-17 00:00:00",457,13.16,-2.189,"2021-03-16 05:50:00",24.47,"2021-03-16 11:30:00",13.11,"2021-03-16 11:20:00",-1.58,"2021-03-16 04:40:00",90.9,"2021-03-16 22:00:00",34.12,"2021-03-16 15:40:00"
"2021-03-18 00:00:00",458,13.06,-2.859,"2021-03-17 06:10:00",26.85,"2021-03-17 12:30:00",15.19,"2021-03-17 15:10:00",-3.095,"2021-03-17 04:50:00",91.6,"2021-03-17 05:20:00",35.11,"2021-03-17 15:10:00"
"2021-03-19 00:00:00",459,13,1.312,"2021-03-18 06:20:00",30.4,"2021-03-18 13:10:00",19.31,"2021-03-18 14:50:00",1.567,"2021-03-18 06:10:00",60.09,"2021-03-18 01:50:00",17.11,"2021-03-18 08:00:00"
"2021-03-20 00:00:00",460,12.93,4.067,"2021-03-19 05:10:00",33.79,"2021-03-19 11:40:00",23.02,"2021-03-19 11:40:00",5.881,"2021-03-19 00:20:00",84,"2021-03-19 23:00:00",14.69,"2021-03-19 03:20:00"
"2021-03-21 00:00:00",461,12.95,7.183,"2021-03-20 06:20:00",22.91,"2021-03-20 10:50:00",15.37,"2021-03-20 12:00:00",6.225,"2021-03-20 22:40:00",89.7,"2021-03-20 03:10:00",8,"2021-03-20 23:00:00"
"2021-03-22 00:00:00",462,13.02,-0.607,"2021-03-21 06:10:00",28.13,"2021-03-21 12:20:00",17.38,"2021-03-21 11:40:00",-3.115,"2021-03-21 05:10:00",64.01,"2021-03-21 19:30:00",14.4,"2021-03-21 12:20:00"
"2021-03-23 00:00:00",463,13,-1.56,"2021-03-22 06:10:00",29.32,"2021-03-22 12:00:00",17.72,"2021-03-22 11:30:00",-3.013,"2021-03-22 05:30:00",60.13,"2021-03-22 19:30:00",13.67,"2021-03-22 11:10:00"
"2021-03-24 00:00:00",464,13.02,3.904,"2021-03-23 06:10:00",23.37,"2021-03-23 12:10:00",15.88,"2021-03-23 13:30:00",3.06,"2021-03-23 03:40:00",84.3,"2021-03-23 05:40:00",26.96,"2021-03-23 13:30:00"
"2021-03-25 00:00:00",465,13.04,2.324,"2021-03-24 06:00:00",29.12,"2021-03-24 12:50:00",19.7,"2021-03-24 14:30:00",2.675,"2021-03-24 02:30:00",47.8,"2021-03-24 18:20:00",7.545,"2021-03-24 13:40:00"
"2021-03-26 00:00:00",466,13,2.148,"2021-03-26 00:00:00",13.51,"2021-03-25 10:20:00",8.62,"2021-03-25 11:10:00",1.89,"2021-03-25 23:40:00",95.6,"2021-03-25 17:10:00",17.18,"2021-03-25 03:30:00"
"2021-03-27 00:00:00",467,13.1,0.213,"2021-03-26 05:10:00",23.73,"2021-03-26 13:20:00",16.34,"2021-03-26 14:30:00",0.175,"2021-03-26 03:40:00",91.8,"2021-03-26 03:30:00",14.5,"2021-03-26 15:10:00"
