"TOA5","Pinyon1","CR1000X","12170","CR1000X.Std.03.02","CPU:PinyonSensorsDec11.CR1X","6924","Table2"
"TIMESTAMP","RECORD","BattV_Min","PTemp_C_Min","PTemp_C_TMn","PTemp_C_Max","PTemp_C_TMx","AirTC_Max","AirTC_TMx","AirTC_Min","AirTC_TMn","RH_Max","RH_TMx","RH_Min","RH_TMn","Rain_mm_Tot"
"TS","RN","Volts","Deg C","","Deg C","","Deg C","","Deg C","","%","","%","","mm"
"","","Min","Min","TMn","Max","TMx","Max","TMx","Min","TMn","Max","TMx","Min","TMn","Tot"
"2020-08-21 00:00:00",252,12.89,21.03,"2020-08-20 05:30:00",47.13,"2020-08-20 11:30:00",35.26,"2020-08-20 10:50:00",21.53,"2020-08-20 23:40:00",58.72,"2020-08-20 23:00:00",19.04,"2020-08-20 07:20:00",0
"2020-08-22 00:00:00",253,12.89,20.69,"2020-08-21 05:20:00",44.49,"2020-08-21 14:30:00",33.77,"2020-08-21 09:10:00",19.76,"2020-08-21 05:20:00",88.1,"2020-08-21 05:50:00",27,"2020-08-21 09:20:00",0
"2020-08-23 00:00:00",254,12.91,21.53,"2020-08-22 05:40:00",42.57,"2020-08-22 11:30:00",31.33,"2020-08-22 16:50:00",19.89,"2020-08-22 05:10:00",89.7,"2020-08-22 04:50:00",32.09,"2020-08-22 14:30:00",0
"2020-08-24 00:00:00",255,12.93,20.07,"2020-08-23 05:40:00",46.24,"2020-08-23 14:00:00",33.64,"2020-08-23 13:40:00",20.82,"2020-08-23 02:30:00",61.73,"2020-08-23 03:20:00",30.43,"2020-08-23 16:10:00",0
"2020-08-25 00:00:00",256,12.91,21.32,"2020-08-24 05:50:00",45.76,"2020-08-24 11:50:00",34.27,"2020-08-24 16:00:00",23.37,"2020-08-24 05:20:00",66.34,"2020-08-24 13:50:00",24.9,"2020-08-24 11:40:00",0
"2020-08-26 00:00:00",257,12.92,20.03,"2020-08-25 06:10:00",49.75,"2020-08-25 14:20:00",36.27,"2020-08-25 14:40:00",22.78,"2020-08-25 05:40:00",36.38,"2020-08-25 20:10:00",12.87,"2020-08-25 14:40:00",0
"2020-08-27 00:00:00",258,12.89,23.22,"2020-08-26 05:30:00",45.02,"2020-08-26 15:10:00",36.05,"2020-08-26 13:50:00",24.82,"2020-08-26 02:40:00",31.26,"2020-08-26 21:30:00",10.14,"2020-08-26 10:50:00",0
"2020-08-28 00:00:00",259,12.89,23.81,"2020-08-27 04:30:00",43.69,"2020-08-27 14:50:00",35.28,"2020-08-27 12:50:00",23.63,"2020-08-27 23:00:00",19.71,"2020-08-27 22:00:00",6.289,"2020-08-27 07:50:00",0
"2020-08-29 00:00:00",260,12.88,23.05,"2020-08-28 05:40:00",46.4,"2020-08-28 15:10:00",35.57,"2020-08-28 12:50:00",24.47,"2020-08-28 03:10:00",22.6,"2020-08-28 19:20:00",8.5,"2020-08-28 09:10:00",0
"2020-08-30 00:00:00",261,12.89,21.4,"2020-08-30 00:00:00",41.92,"2020-08-29 15:00:00",33.46,"2020-08-29 12:10:00",21.13,"2020-08-29 22:50:00",21.21,"2020-08-29 20:30:00",7.33,"2020-08-29 23:40:00",0
"2020-08-31 00:00:00",262,12.88,11.21,"2020-08-30 06:00:00",46.16,"2020-08-30 16:10:00",29.08,"2020-08-30 17:30:00",11.78,"2020-08-30 04:50:00",60.17,"2020-08-30 21:20:00",5.905,"2020-08-30 07:00:00",0
"2020-09-01 00:00:00",263,12.87,14.89,"2020-08-31 05:40:00",44.23,"2020-08-31 15:50:00",31.34,"2020-08-31 16:00:00",14.64,"2020-08-31 03:40:00",76.04,"2020-08-31 03:50:00",17.74,"2020-08-31 17:10:00",0
"2020-09-02 00:00:00",264,12.89,20.84,"2020-09-02 00:00:00",48.14,"2020-09-01 16:10:00",32.17,"2020-09-01 16:10:00",20.12,"2020-09-01 23:20:00",31.02,"2020-09-01 23:20:00",14.82,"2020-09-01 08:20:00",0
"2020-09-03 00:00:00",265,12.87,15.83,"2020-09-02 05:50:00",47.87,"2020-09-02 15:50:00",32.71,"2020-09-02 14:00:00",19.3,"2020-09-02 05:30:00",39.03,"2020-09-02 18:30:00",12.99,"2020-09-02 11:00:00",0
"2020-09-04 00:00:00",266,12.87,15.58,"2020-09-03 05:50:00",50.04,"2020-09-03 16:00:00",34.38,"2020-09-03 15:40:00",18.31,"2020-09-03 05:20:00",36.06,"2020-09-03 20:40:00",13.17,"2020-09-03 09:20:00",0
"2020-09-05 00:00:00",267,12.86,17.67,"2020-09-04 05:50:00",49.24,"2020-09-04 16:00:00",36.15,"2020-09-04 15:50:00",20.39,"2020-09-04 05:30:00",32.73,"2020-09-04 05:30:00",12.8,"2020-09-04 16:10:00",0
"2020-09-06 00:00:00",268,12.88,19.44,"2020-09-05 05:50:00",51.13,"2020-09-05 15:50:00",38.5,"2020-09-05 14:20:00",22.23,"2020-09-05 05:10:00",26.1,"2020-09-05 00:10:00",9.63,"2020-09-05 15:40:00",0
"2020-09-07 00:00:00",269,12.88,20.41,"2020-09-06 05:40:00",53.13,"2020-09-06 15:40:00",39.03,"2020-09-06 12:10:00",23.87,"2020-09-06 03:20:00",22.94,"2020-09-06 03:20:00",9.27,"2020-09-06 15:30:00",0
"2020-09-08 00:00:00",270,12.88,20.26,"2020-09-07 05:50:00",48.58,"2020-09-07 13:50:00",38.01,"2020-09-07 12:40:00",24.64,"2020-09-07 05:30:00",23.09,"2020-09-07 18:20:00",7.171,"2020-09-07 12:40:00",0
"2020-09-09 00:00:00",271,12.88,17.31,"2020-09-09 00:00:00",40.37,"2020-09-08 14:50:00",31.16,"2020-09-08 09:40:00",15.18,"2020-09-09 00:00:00",36.85,"2020-09-08 10:20:00",9.36,"2020-09-08 20:20:00",0
"2020-09-10 00:00:00",272,12.92,10.44,"2020-09-09 06:10:00",39.85,"2020-09-09 15:10:00",24.25,"2020-09-09 14:00:00",9.76,"2020-09-09 05:50:00",28.74,"2020-09-09 05:50:00",8.89,"2020-09-09 14:00:00",0
"2020-09-11 00:00:00",273,12.92,7.985,"2020-09-10 06:00:00",38.47,"2020-09-10 14:10:00",25.47,"2020-09-10 14:20:00",9.91,"2020-09-10 05:40:00",26.32,"2020-09-10 05:40:00",8.45,"2020-09-10 13:50:00",0
"2020-09-12 00:00:00",274,12.93,8.56,"2020-09-11 05:50:00",40.97,"2020-09-11 15:30:00",27.02,"2020-09-11 14:50:00",11.21,"2020-09-11 00:50:00",23.9,"2020-09-11 22:20:00",10.39,"2020-09-11 12:50:00",0
"2020-09-13 00:00:00",275,12.91,9.15,"2020-09-12 05:50:00",39.52,"2020-09-12 15:00:00",28.17,"2020-09-12 14:20:00",12.78,"2020-09-12 01:10:00",26.56,"2020-09-12 00:40:00",10.15,"2020-09-12 10:50:00",0
"2020-09-14 00:00:00",276,12.91,9.63,"2020-09-13 05:50:00",41.32,"2020-09-13 15:10:00",29.72,"2020-09-13 14:10:00",14.5,"2020-09-13 04:30:00",30.49,"2020-09-13 23:00:00",8.4,"2020-09-13 14:00:00",0
"2020-09-15 00:00:00",277,12.91,11.53,"2020-09-14 05:50:00",42.56,"2020-09-14 16:00:00",30.67,"2020-09-14 13:30:00",15.03,"2020-09-14 00:10:00",38.22,"2020-09-14 05:40:00",15.47,"2020-09-14 13:30:00",0
"2020-09-16 00:00:00",278,12.91,16.85,"2020-09-15 06:00:00",45.13,"2020-09-15 15:30:00",31.87,"2020-09-15 14:10:00",18.95,"2020-09-15 05:40:00",25.7,"2020-09-15 01:40:00",10.44,"2020-09-15 17:30:00",0
"2020-09-17 00:00:00",279,12.9,15.44,"2020-09-16 06:10:00",47.03,"2020-09-16 14:50:00",33.33,"2020-09-16 12:50:00",19.97,"2020-09-16 05:20:00",21.38,"2020-09-16 05:20:00",9.46,"2020-09-16 12:40:00",0
"2020-09-18 00:00:00",280,12.89,15.66,"2020-09-17 06:00:00",42.29,"2020-09-17 15:20:00",33.91,"2020-09-17 13:20:00",20.83,"2020-09-17 05:50:00",15.78,"2020-09-17 21:30:00",7.725,"2020-09-17 10:40:00",0
"2020-09-19 00:00:00",281,12.9,19.98,"2020-09-18 06:10:00",46.18,"2020-09-18 14:20:00",33.98,"2020-09-18 14:30:00",19.83,"2020-09-19 00:00:00",25.14,"2020-09-18 20:20:00",9.83,"2020-09-18 14:30:00",0
"2020-09-20 00:00:00",282,12.89,20.15,"2020-09-19 00:50:00",39.7,"2020-09-19 15:30:00",32.63,"2020-09-19 12:30:00",19.45,"2020-09-19 00:10:00",37.16,"2020-09-20 00:00:00",14.03,"2020-09-19 12:30:00",0
"2020-09-21 00:00:00",283,12.9,17.74,"2020-09-20 02:10:00",44.71,"2020-09-20 15:30:00",30.59,"2020-09-20 12:50:00",17.28,"2020-09-20 01:50:00",41.33,"2020-09-20 01:50:00",17.81,"2020-09-20 08:50:00",0
"2020-09-22 00:00:00",284,12.89,19.08,"2020-09-21 05:50:00",40.86,"2020-09-21 15:00:00",29.58,"2020-09-21 11:40:00",21.11,"2020-09-21 03:20:00",31.73,"2020-09-21 19:20:00",17.55,"2020-09-21 08:00:00",0
"2020-09-23 00:00:00",285,12.9,18.56,"2020-09-22 06:00:00",42.36,"2020-09-22 13:40:00",30.79,"2020-09-22 11:50:00",19.07,"2020-09-22 05:40:00",32.92,"2020-09-22 04:10:00",16.19,"2020-09-22 11:50:00",0
"2020-09-24 00:00:00",286,12.9,13.95,"2020-09-23 06:00:00",44.3,"2020-09-23 15:20:00",30.55,"2020-09-23 13:10:00",15.88,"2020-09-23 05:30:00",35.04,"2020-09-23 05:50:00",14.16,"2020-09-23 15:40:00",0
"2020-09-25 00:00:00",287,12.88,13.03,"2020-09-24 06:00:00",45.3,"2020-09-24 15:30:00",30.78,"2020-09-24 14:00:00",16.21,"2020-09-24 05:40:00",30.22,"2020-09-24 05:40:00",13.99,"2020-09-24 10:30:00",0
"2020-09-26 00:00:00",288,12.89,16.78,"2020-09-25 06:10:00",44.49,"2020-09-25 15:30:00",29.85,"2020-09-25 08:50:00",18.74,"2020-09-25 20:50:00",33.43,"2020-09-25 20:00:00",4.057,"2020-09-25 08:40:00",0
"2020-09-27 00:00:00",289,12.87,10.25,"2020-09-26 06:10:00",43.58,"2020-09-26 15:40:00",29.05,"2020-09-26 13:50:00",13.06,"2020-09-26 06:00:00",30.57,"2020-09-26 21:00:00",8.73,"2020-09-26 16:40:00",0
"2020-09-28 00:00:00",290,12.86,10.92,"2020-09-27 06:00:00",44.06,"2020-09-27 15:30:00",30.14,"2020-09-27 12:50:00",14.31,"2020-09-27 05:50:00",33.95,"2020-09-27 05:30:00",11.9,"2020-09-27 11:30:00",0
"2020-09-29 00:00:00",291,12.86,12.85,"2020-09-28 05:50:00",44.36,"2020-09-28 15:50:00",30.29,"2020-09-28 13:20:00",15.11,"2020-09-28 03:30:00",33.78,"2020-09-28 03:30:00",11.61,"2020-09-28 14:40:00",0
"2020-09-30 00:00:00",292,12.86,12.48,"2020-09-29 06:10:00",44.5,"2020-09-29 15:50:00",30.79,"2020-09-29 13:30:00",16.56,"2020-09-29 23:10:00",19.39,"2020-09-29 02:10:00",7.416,"2020-09-29 13:30:00",0
"2020-10-01 00:00:00",293,12.86,11.45,"2020-09-30 05:50:00",44.87,"2020-09-30 15:30:00",32.33,"2020-09-30 13:30:00",16.16,"2020-09-30 00:40:00",20.15,"2020-09-30 02:30:00",7.367,"2020-09-30 09:30:00",0
"2020-10-02 00:00:00",294,12.86,11.56,"2020-10-01 06:00:00",45.83,"2020-10-01 15:40:00",32.96,"2020-10-01 13:20:00",17.75,"2020-10-01 22:50:00",17.57,"2020-10-01 20:10:00",5.213,"2020-10-01 14:00:00",0
"2020-10-03 00:00:00",295,12.85,11.02,"2020-10-02 06:10:00",46.04,"2020-10-02 15:30:00",32.87,"2020-10-02 13:10:00",15.62,"2020-10-02 03:50:00",15.64,"2020-10-02 03:50:00",4.112,"2020-10-02 09:30:00",0
"2020-10-04 00:00:00",296,12.85,10.19,"2020-10-03 06:10:00",45.17,"2020-10-03 15:30:00",32.98,"2020-10-03 12:50:00",14.24,"2020-10-03 05:50:00",15.3,"2020-10-03 21:50:00",3.463,"2020-10-03 11:30:00",0
"2020-10-05 00:00:00",297,12.85,9.9,"2020-10-04 06:10:00",43.33,"2020-10-04 15:20:00",31.14,"2020-10-04 12:30:00",15.97,"2020-10-04 04:00:00",17.76,"2020-10-04 20:00:00",5.373,"2020-10-04 07:30:00",0
"2020-10-06 00:00:00",298,12.86,14.86,"2020-10-05 06:10:00",43.49,"2020-10-05 15:10:00",30.87,"2020-10-05 13:30:00",17.82,"2020-10-05 05:50:00",19.81,"2020-10-05 21:20:00",7.408,"2020-10-05 12:30:00",0
"2020-10-07 00:00:00",299,12.86,15.34,"2020-10-06 05:00:00",40.91,"2020-10-06 14:00:00",30.57,"2020-10-06 11:40:00",18.45,"2020-10-06 04:50:00",20.66,"2020-10-06 19:10:00",7.393,"2020-10-06 11:20:00",0
"2020-10-08 00:00:00",300,12.89,15.71,"2020-10-07 06:10:00",43.13,"2020-10-07 16:00:00",29.67,"2020-10-07 14:00:00",18.06,"2020-10-07 22:50:00",39.16,"2020-10-07 21:40:00",10.74,"2020-10-07 11:50:00",0
"2020-10-09 00:00:00",301,12.88,15.69,"2020-10-08 06:20:00",36.03,"2020-10-08 14:30:00",28.61,"2020-10-08 13:00:00",16.33,"2020-10-08 22:10:00",55.42,"2020-10-08 19:50:00",2.813,"2020-10-08 10:20:00",0
"2020-10-10 00:00:00",302,12.92,12.46,"2020-10-09 03:10:00",34.39,"2020-10-09 13:50:00",27,"2020-10-09 11:50:00",14.42,"2020-10-09 02:50:00",40.87,"2020-10-09 18:30:00",12.14,"2020-10-09 11:50:00",0
"2020-10-11 00:00:00",303,12.94,10.13,"2020-10-10 03:00:00",31.6,"2020-10-10 15:20:00",25.94,"2020-10-10 11:30:00",13.97,"2020-10-10 01:40:00",53.69,"2020-10-10 18:10:00",16.48,"2020-10-10 12:10:00",0
"2020-10-12 00:00:00",304,12.95,13.34,"2020-10-12 00:00:00",39.11,"2020-10-11 15:20:00",26.18,"2020-10-11 13:40:00",13.35,"2020-10-11 23:30:00",35.91,"2020-10-11 03:00:00",15.07,"2020-10-11 14:10:00",0
"2020-10-13 00:00:00",305,12.91,9.54,"2020-10-12 05:40:00",41.61,"2020-10-12 15:30:00",28.91,"2020-10-12 15:00:00",14,"2020-10-12 05:00:00",33.99,"2020-10-12 03:00:00",10.44,"2020-10-12 15:50:00",0
"2020-10-14 00:00:00",306,12.9,11.27,"2020-10-13 06:20:00",41.95,"2020-10-13 15:30:00",30.09,"2020-10-13 13:20:00",15.09,"2020-10-13 23:50:00",26.91,"2020-10-13 02:10:00",9.8,"2020-10-13 08:40:00",0
"2020-10-15 00:00:00",307,12.86,8.99,"2020-10-14 06:10:00",42.9,"2020-10-14 15:30:00",31.13,"2020-10-14 12:50:00",14.54,"2020-10-14 00:40:00",25.09,"2020-10-14 00:50:00",6.069,"2020-10-14 15:50:00",0
"2020-10-16 00:00:00",308,12.88,11,"2020-10-15 06:00:00",42.67,"2020-10-15 15:10:00",31.08,"2020-10-15 13:50:00",17.39,"2020-10-15 04:20:00",23.9,"2020-10-15 04:20:00",8.15,"2020-10-15 11:40:00",0
"2020-10-17 00:00:00",309,12.89,13.81,"2020-10-17 00:00:00",41.73,"2020-10-16 15:20:00",29,"2020-10-16 14:00:00",16.23,"2020-10-16 20:50:00",16.74,"2020-10-16 20:50:00",8.45,"2020-10-16 14:00:00",0
"2020-10-18 00:00:00",310,12.87,10.96,"2020-10-17 06:20:00",41.31,"2020-10-17 15:40:00",29.79,"2020-10-17 12:30:00",16.6,"2020-10-17 01:30:00",24.19,"2020-10-17 19:00:00",6.762,"2020-10-17 11:40:00",0
"2020-10-19 00:00:00",311,12.88,17.15,"2020-10-19 00:00:00",41.39,"2020-10-18 15:30:00",30.53,"2020-10-18 12:20:00",18.62,"2020-10-18 20:10:00",25.35,"2020-10-18 23:30:00",7.464,"2020-10-18 11:20:00",0
"2020-10-20 00:00:00",312,12.88,11.22,"2020-10-19 06:20:00",40.38,"2020-10-19 15:00:00",29.34,"2020-10-19 12:20:00",16.68,"2020-10-19 03:30:00",27.53,"2020-10-19 02:20:00",9.32,"2020-10-19 16:20:00",0
"2020-10-21 00:00:00",313,12.87,9.84,"2020-10-20 06:20:00",39.82,"2020-10-20 15:10:00",28.54,"2020-10-20 13:20:00",14.73,"2020-10-20 21:20:00",32.68,"2020-10-20 19:50:00",9.47,"2020-10-20 08:00:00",0
"2020-10-22 00:00:00",314,12.85,8.07,"2020-10-21 06:10:00",38.74,"2020-10-21 15:20:00",27.05,"2020-10-21 13:00:00",12.94,"2020-10-21 04:40:00",31.21,"2020-10-21 22:20:00",11.31,"2020-10-21 07:20:00",0
"2020-10-23 00:00:00",315,12.87,11.6,"2020-10-22 06:30:00",34.25,"2020-10-22 13:20:00",28.56,"2020-10-22 11:40:00",14.09,"2020-10-23 00:00:00",54.45,"2020-10-22 17:50:00",3.814,"2020-10-22 10:10:00",0
"2020-10-24 00:00:00",316,12.91,6.258,"2020-10-23 06:20:00",35.41,"2020-10-23 14:10:00",23.29,"2020-10-23 14:00:00",10.5,"2020-10-23 06:00:00",50.66,"2020-10-23 19:10:00",10.03,"2020-10-23 03:10:00",0
"2020-10-25 00:00:00",317,12.94,13.16,"2020-10-25 00:00:00",32.35,"2020-10-24 12:40:00",25,"2020-10-24 13:00:00",10.95,"2020-10-24 23:30:00",74.69,"2020-10-24 23:30:00",8.56,"2020-10-24 08:00:00",0
"2020-10-26 00:00:00",318,12.93,7.291,"2020-10-25 23:00:00",18.66,"2020-10-25 12:50:00",14.81,"2020-10-25 12:20:00",6.936,"2020-10-25 22:40:00",83.1,"2020-10-25 20:20:00",48.58,"2020-10-25 23:50:00",0
"2020-10-27 00:00:00",319,12.95,2.595,"2020-10-26 06:30:00",19.76,"2020-10-26 13:50:00",10.48,"2020-10-26 00:10:00",2.865,"2020-10-26 06:10:00",55.56,"2020-10-26 01:10:00",4.316,"2020-10-26 14:30:00",0
"2020-10-28 00:00:00",320,12.95,5.172,"2020-10-28 00:00:00",27.07,"2020-10-27 15:20:00",15.2,"2020-10-27 13:20:00",5.34,"2020-10-27 23:50:00",26.98,"2020-10-28 00:00:00",6.456,"2020-10-27 00:20:00",0
"2020-10-29 00:00:00",321,12.93,1.671,"2020-10-28 06:10:00",32.04,"2020-10-28 15:30:00",20.21,"2020-10-28 14:20:00",5.537,"2020-10-28 05:10:00",29.49,"2020-10-28 05:10:00",11.92,"2020-10-28 14:20:00",0
"2020-10-30 00:00:00",322,12.91,2.817,"2020-10-29 05:50:00",33.25,"2020-10-29 15:30:00",21.56,"2020-10-29 12:00:00",7.31,"2020-10-29 04:20:00",23.91,"2020-10-29 04:20:00",10.25,"2020-10-29 12:00:00",0
"2020-10-31 00:00:00",323,12.9,2.835,"2020-10-30 06:20:00",34.71,"2020-10-30 15:30:00",22.75,"2020-10-30 14:20:00",7.406,"2020-10-30 04:10:00",27.57,"2020-10-30 05:50:00",11.64,"2020-10-30 14:30:00",0
"2020-11-01 00:00:00",324,12.9,3.874,"2020-10-31 06:20:00",31.79,"2020-10-31 14:00:00",23.37,"2020-10-31 13:20:00",8.71,"2020-10-31 06:10:00",26.96,"2020-10-31 05:30:00",11.72,"2020-10-31 13:20:00",0
"2020-11-02 00:00:00",325,12.91,6.933,"2020-11-01 05:30:00",32.51,"2020-11-01 15:00:00",24.8,"2020-11-01 13:20:00",10.57,"2020-11-01 03:30:00",26.26,"2020-11-01 03:30:00",12.09,"2020-11-01 12:10:00",0
"2020-11-03 00:00:00",326,12.91,6.223,"2020-11-02 06:10:00",34.81,"2020-11-02 14:50:00",25.09,"2020-11-02 12:20:00",10.55,"2020-11-02 05:00:00",38.62,"2020-11-02 22:20:00",13.01,"2020-11-02 11:00:00",0
"2020-11-04 00:00:00",327,12.9,5.68,"2020-11-03 05:50:00",34.92,"2020-11-03 15:30:00",25.11,"2020-11-03 12:40:00",10.54,"2020-11-03 04:50:00",40.53,"2020-11-03 04:50:00",17.13,"2020-11-03 12:00:00",0
"2020-11-05 00:00:00",328,12.89,6.858,"2020-11-04 04:00:00",35.78,"2020-11-04 15:10:00",25.58,"2020-11-04 12:00:00",12.65,"2020-11-04 21:40:00",36.39,"2020-11-04 00:10:00",13.69,"2020-11-04 11:30:00",0
"2020-11-06 00:00:00",329,12.9,7.333,"2020-11-05 06:20:00",35.57,"2020-11-05 14:10:00",26.38,"2020-11-05 12:00:00",12.44,"2020-11-05 06:10:00",26.36,"2020-11-05 06:10:00",11.27,"2020-11-05 12:00:00",0
"2020-11-07 00:00:00",330,12.91,10.94,"2020-11-07 00:00:00",26.93,"2020-11-06 15:30:00",23.15,"2020-11-06 11:50:00",8.01,"2020-11-07 00:00:00",88.7,"2020-11-07 00:00:00",12.76,"2020-11-06 08:40:00",0
"2020-11-08 00:00:00",331,12.92,1.705,"2020-11-07 21:00:00",10.45,"2020-11-07 00:10:00",7.351,"2020-11-07 09:50:00",-0.1,"2020-11-07 17:00:00",95.2,"2020-11-07 17:20:00",61,"2020-11-07 09:50:00",0
"2020-11-09 00:00:00",332,12.91,1.418,"2020-11-09 00:00:00",6.993,"2020-11-08 11:40:00",5.147,"2020-11-08 11:30:00",0.64,"2020-11-08 23:00:00",91.2,"2020-11-08 13:50:00",67.55,"2020-11-08 11:10:00",0
"2020-11-10 00:00:00",333,12.94,-3.201,"2020-11-09 06:50:00",19.75,"2020-11-09 14:40:00",7.743,"2020-11-09 14:00:00",-1.757,"2020-11-09 06:30:00",80.5,"2020-11-09 05:10:00",37.97,"2020-11-09 15:00:00",0
"2020-11-11 00:00:00",334,12.9,-4.83,"2020-11-10 06:40:00",21.97,"2020-11-10 14:40:00",11.29,"2020-11-10 13:50:00",-2.605,"2020-11-10 06:10:00",71.45,"2020-11-10 00:30:00",14.83,"2020-11-10 14:20:00",0
"2020-11-12 00:00:00",335,12.9,-3.029,"2020-11-11 06:30:00",24.37,"2020-11-11 15:20:00",13.35,"2020-11-11 14:20:00",0.886,"2020-11-11 05:40:00",57.59,"2020-11-11 05:40:00",23.8,"2020-11-11 12:40:00",0
"2020-11-13 00:00:00",336,12.89,-1.215,"2020-11-12 06:30:00",25.88,"2020-11-12 14:50:00",14.81,"2020-11-12 12:20:00",2.392,"2020-11-12 00:10:00",52.63,"2020-11-12 23:40:00",20.17,"2020-11-12 07:50:00",0
"2020-11-14 00:00:00",337,12.91,3.266,"2020-11-13 05:00:00",22.29,"2020-11-13 14:30:00",17.68,"2020-11-13 11:40:00",6.069,"2020-11-13 03:30:00",62.27,"2020-11-13 19:20:00",15.06,"2020-11-13 08:50:00",0
"2020-11-15 00:00:00",338,12.93,3.906,"2020-11-15 00:00:00",29.22,"2020-11-14 15:20:00",19.35,"2020-11-14 10:40:00",6.028,"2020-11-15 00:00:00",48.79,"2020-11-14 05:10:00",9.5,"2020-11-14 13:50:00",0
"2020-11-16 00:00:00",339,12.9,0.62,"2020-11-15 06:40:00",29.92,"2020-11-15 15:20:00",20.19,"2020-11-15 13:50:00",5.226,"2020-11-15 05:20:00",31.83,"2020-11-15 05:10:00",9.27,"2020-11-15 14:20:00",0
"2020-11-17 00:00:00",340,12.9,4.001,"2020-11-16 06:20:00",31.26,"2020-11-16 15:20:00",22.29,"2020-11-16 12:10:00",9.54,"2020-11-16 20:50:00",27.61,"2020-11-16 17:50:00",9.94,"2020-11-16 12:20:00",0
"2020-11-18 00:00:00",341,12.89,5.539,"2020-11-17 01:40:00",29.87,"2020-11-17 14:50:00",24.85,"2020-11-17 13:10:00",9.63,"2020-11-17 00:10:00",40.61,"2020-11-17 23:10:00",14.15,"2020-11-17 12:40:00",0
"2020-11-19 00:00:00",342,12.92,10.95,"2020-11-18 06:50:00",23,"2020-11-18 14:10:00",19.61,"2020-11-18 12:00:00",11.44,"2020-11-19 00:00:00",52.13,"2020-11-19 00:00:00",16.11,"2020-11-18 13:10:00",0
"2020-11-20 00:00:00",343,12.93,4.515,"2020-11-20 00:00:00",29.5,"2020-11-19 15:20:00",19.26,"2020-11-19 12:40:00",6.695,"2020-11-19 21:10:00",64.07,"2020-11-19 04:20:00",11.33,"2020-11-19 08:00:00",0
"2020-11-21 00:00:00",344,12.9,3.105,"2020-11-20 06:30:00",29.62,"2020-11-20 13:40:00",19.6,"2020-11-20 10:00:00",6.753,"2020-11-20 04:20:00",42.09,"2020-11-20 00:40:00",17.29,"2020-11-20 09:50:00",0
"2020-11-22 00:00:00",345,12.89,3.805,"2020-11-21 06:50:00",29.13,"2020-11-21 15:10:00",19.93,"2020-11-21 12:20:00",8.37,"2020-11-21 06:40:00",49.55,"2020-11-21 04:00:00",13.23,"2020-11-21 14:50:00",0
"2020-11-23 00:00:00",346,12.89,3.324,"2020-11-22 06:40:00",27.35,"2020-11-22 13:30:00",19.39,"2020-11-22 14:50:00",7.388,"2020-11-22 04:40:00",46.88,"2020-11-22 20:50:00",12.95,"2020-11-22 15:20:00",0
"2020-11-24 00:00:00",347,12.91,1.524,"2020-11-24 00:00:00",24.51,"2020-11-23 14:20:00",18.39,"2020-11-23 11:30:00",3.807,"2020-11-23 23:10:00",45.47,"2020-11-23 20:10:00",9.54,"2020-11-23 08:30:00",0
"2020-11-25 00:00:00",348,12.89,0.248,"2020-11-24 04:40:00",24.79,"2020-11-24 15:20:00",14.59,"2020-11-24 13:50:00",3.396,"2020-11-24 22:40:00",40.97,"2020-11-24 03:00:00",18.62,"2020-11-24 14:30:00",0
"2020-11-26 00:00:00",349,12.88,-1.168,"2020-11-25 07:00:00",22.29,"2020-11-25 14:40:00",16.32,"2020-11-25 14:00:00",2.105,"2020-11-25 06:10:00",63.39,"2020-11-25 19:20:00",22.12,"2020-11-25 12:00:00",0
"2020-11-27 00:00:00",350,12.89,-0.995,"2020-11-26 07:00:00",19.71,"2020-11-26 15:00:00",11.02,"2020-11-26 10:50:00",-0.693,"2020-11-26 05:20:00",64.54,"2020-11-26 05:20:00",17.9,"2020-11-26 14:00:00",0
"2020-11-28 00:00:00",351,12.89,-3.654,"2020-11-28 00:00:00",21.52,"2020-11-27 15:20:00",10.14,"2020-11-27 15:00:00",-1.561,"2020-11-27 21:50:00",27.97,"2020-11-27 23:50:00",10.61,"2020-11-27 12:30:00",0
"2020-11-29 00:00:00",352,12.87,-5.686,"2020-11-28 05:40:00",23.73,"2020-11-28 15:00:00",13.26,"2020-11-28 13:20:00",-0.774,"2020-11-28 22:40:00",38.5,"2020-11-28 22:40:00",16.64,"2020-11-28 13:20:00",0
"2020-11-30 00:00:00",353,12.86,-5.175,"2020-11-29 06:00:00",26.12,"2020-11-29 15:10:00",17.2,"2020-11-29 13:40:00",0.036,"2020-11-29 05:10:00",30.93,"2020-11-29 00:10:00",7.018,"2020-11-29 09:50:00",0
"2020-12-01 00:00:00",354,12.86,-2.607,"2020-11-30 06:20:00",25.66,"2020-11-30 15:20:00",16.05,"2020-11-30 14:20:00",3.492,"2020-11-30 04:20:00",25.78,"2020-11-30 20:00:00",11.07,"2020-11-30 10:50:00",0
"2020-12-02 00:00:00",355,12.86,-3.484,"2020-12-01 06:10:00",27.49,"2020-12-01 14:40:00",18.85,"2020-12-01 12:30:00",3.067,"2020-12-01 05:00:00",21.56,"2020-12-01 04:10:00",7.225,"2020-12-01 13:10:00",0
"2020-12-03 00:00:00",356,12.86,-0.931,"2020-12-02 06:50:00",23.9,"2020-12-02 15:20:00",14.45,"2020-12-02 09:30:00",4.215,"2020-12-02 21:40:00",22.93,"2020-12-02 06:20:00",13.51,"2020-12-02 13:50:00",0
